elm_loc_name,elm_uknom,elm_cpArea,msc_powermodels_index,res_u_pu,res_phi_rad,elm_desc,grf_rCenterX,grf_rCenterY,grf_rSizeX,grf_sSymNam
bus_1602,33.0,NSW,590,1.1010644458909908,0.09330036697308493,PowerModels index: 590,25541.25,34553.75,1.0,TermStrip
bus_1604,132.0,NSW,592,1.0511528260054765,-0.32313893714093134,PowerModels index: 592,24351.25,26897.5,1.0,TermStrip
bus_1607,33.0,NSW,595,0.9537639575112281,0.17973061513187102,PowerModels index: 595,29067.5,39003.125,1.6666666666666667,TermStrip
bus_1610,33.0,NSW,598,1.0512446140416734,-0.36706516891624363,PowerModels index: 598,22588.125,26267.5,1.0,TermStrip
bus_1611,11.0,NSW,599,1.030132168364289,0.02378943642784174,PowerModels index: 599,27523.125,38696.875,1.0,TermStrip
bus_1613,66.0,NSW,601,1.0069522126167116,0.1316986351626273,PowerModels index: 601,27177.5,37725.625,0.6666666666666666,TermStrip
bus_1614,33.0,NSW,602,1.0063033731049589,0.1802423377412904,PowerModels index: 602,29089.375,21284.375,0.6666666666666666,TermStrip
bus_1615,33.0,NSW,603,1.0057496165660929,0.17963268826797682,PowerModels index: 603,29220.625,21459.375,1.0,TermStrip
bus_1618,11.0,NSW,606,1.0520874491568473,0.17534018033716697,PowerModels index: 606,30030.0,41846.875,0.6666666666666666,TermStrip
bus_1620,66.0,NSW,608,1.0455851845856803,0.21763992918164982,PowerModels index: 608,21455.0,22386.875,0.6666666666666666,TermStrip
bus_1621,132.0,NSW,609,1.0520311634265047,-0.17337678246112828,PowerModels index: 609,21625.625,35682.5,1.0,TermStrip
bus_1622,66.0,NSW,610,1.0144000389983332,0.07128725362584458,PowerModels index: 610,27803.125,39195.625,1.3333333333333333,TermStrip
bus_1623,66.0,NSW,611,1.065935879196778,0.038912567221266646,PowerModels index: 611,26215.0,37336.25,1.3333333333333333,TermStrip
bus_1624,11.0,NSW,612,0.9974164126990372,-0.3927067538546345,PowerModels index: 612,15321.25,30883.125,1.0,TermStrip
bus_1625,66.0,NSW,613,1.0213552826944767,-0.17637650101748378,PowerModels index: 613,19236.875,28721.875,1.0,TermStrip
bus_1626,66.0,NSW,614,1.0006856153596175,-0.14774746485480314,PowerModels index: 614,19350.625,27081.25,1.3333333333333333,TermStrip
bus_1627,132.0,NSW,615,1.0274557959597728,-0.2759198081545948,PowerModels index: 615,16336.25,30988.125,1.3333333333333333,TermStrip
bus_1629,33.0,NSW,617,1.0379786067167078,-0.08106932623084724,PowerModels index: 617,26000.625,37896.25,1.0,TermStrip
bus_1630,132.0,NSW,618,1.0518629825662682,-0.18698382839838032,PowerModels index: 618,21765.625,36098.125,1.0,TermStrip
bus_1631,11.0,NSW,619,1.01854219856075,0.058833512378944734,PowerModels index: 619,27081.25,39038.125,1.0,TermStrip
bus_1633,66.0,NSW,621,0.9991419711921518,0.10071999544358312,PowerModels index: 621,26350.625,23708.125,1.3333333333333333,TermStrip
bus_1636,11.0,NSW,624,0.9990042788517199,-0.29715802663859475,PowerModels index: 624,17801.875,32746.875,1.0,TermStrip
bus_1638,66.0,NSW,626,1.0585930824822607,-0.19406918581453153,PowerModels index: 626,24495.625,36662.5,1.0,TermStrip
bus_1639,33.0,NSW,627,1.0666765556926188,-0.1945044307954224,PowerModels index: 627,24430.0,36767.5,1.0,TermStrip
bus_1640,11.0,NSW,628,0.9725150409612245,-0.47025211448796594,PowerModels index: 628,20216.875,26757.5,0.6666666666666666,TermStrip
bus_1645,66.0,NSW,630,1.0457862225542558,0.371659383667832,PowerModels index: 630,21564.375,21695.625,0.6666666666666666,TermStrip
bus_1647,11.0,NSW,632,1.0041449392673192,-0.3653473491051606,PowerModels index: 632,17053.75,31342.5,1.6666666666666667,TermStrip
bus_1648,66.0,NSW,633,1.029459614170877,0.09379073609661974,PowerModels index: 633,27580.0,40503.75,1.0,TermStrip
bus_1649,11.0,NSW,634,1.0131780720073273,-0.2724411828745607,PowerModels index: 634,20146.875,33866.875,1.0,TermStrip
bus_1650,33.0,NSW,635,1.0586265859116335,0.31251497718761223,PowerModels index: 635,21783.125,20295.625,0.6666666666666666,TermStrip
bus_1651,66.0,QLD,636,1.0192112275241856,0.19677104265934034,PowerModels index: 636,12880.0,38106.25,3.0,TermStrip
bus_1652,33.0,NSW,637,1.031911206741782,-0.27965452164766114,PowerModels index: 637,17867.5,31303.125,1.0,TermStrip
bus_1653,11.0,NSW,638,1.0312055230014918,-0.2898744187831922,PowerModels index: 638,17810.625,31198.125,1.0,TermStrip
bus_1654,33.0,NSW,639,1.0094282038713773,-0.3342234931673301,PowerModels index: 639,15124.375,31189.375,0.6666666666666666,TermStrip
bus_1655,33.0,NSW,640,1.009531106902081,-0.33442541700112294,PowerModels index: 640,15168.125,31294.375,0.6666666666666666,TermStrip
bus_1658,66.0,NSW,643,1.0443717620104016,0.14456931128140232,PowerModels index: 643,30073.75,41111.875,1.0,TermStrip
bus_2000,33.0,VIC,644,1.0125667670305927,0.9583882778213504,PowerModels index: 644,18086.25,8728.125,1.0,TermStrip
bus_2001,0.6899999999999998,VIC,645,1.0440081900042002,0.5472755884543532,PowerModels index: 645,17937.5,11038.125,0.6666666666666666,TermStrip
bus_2002,0.6899999999999998,VIC,646,1.0204432641742165,0.5781642016182026,PowerModels index: 646,18020.625,10941.875,0.6666666666666666,TermStrip
bus_2003,13.8,VIC,647,0.9708499999978247,0.6288951793492924,PowerModels index: 647,22137.5,15820.0,0.6666666666666666,TermStrip
bus_2004,13.8,VIC,648,0.9711999999978108,0.6230689718681612,PowerModels index: 648,22159.375,15938.125,0.6666666666666666,TermStrip
bus_2005,33.0,VIC,649,1.020646662420381,0.5953272232846688,PowerModels index: 649,18550.0,10539.375,1.0,TermStrip
bus_2006,33.0,VIC,650,1.0193619055493546,0.5984954838092396,PowerModels index: 650,18493.125,10530.625,1.0,TermStrip
bus_2007,33.0,VIC,651,1.0291599999976884,0.6099520569843556,PowerModels index: 651,18536.875,10071.25,0.6666666666666666,TermStrip
bus_2008,33.0,VIC,652,1.0302099999977177,0.6178173676510869,PowerModels index: 652,18445.0,10062.5,0.6666666666666666,TermStrip
bus_2010,0.6899999999999998,VIC,654,1.0643099999979166,0.7370796050496302,PowerModels index: 654,17688.125,12105.625,0.6666666666666666,TermStrip
bus_2011,0.6899999999999998,VIC,655,1.0596799999981261,0.7906785450872529,PowerModels index: 655,17784.375,12013.75,0.6666666666666666,TermStrip
bus_2012,11.0,VIC,656,0.9771299999976308,0.5120479953133955,PowerModels index: 656,22343.125,16388.75,0.6666666666666666,TermStrip
bus_2014,15.5,VIC,658,0.9745599999977684,0.6010147468950348,PowerModels index: 658,21831.25,15618.75,1.3333333333333333,TermStrip
bus_2015,11.0,VIC,659,1.0098799999972754,0.5154549497789812,PowerModels index: 659,21546.875,14651.875,0.6666666666666666,TermStrip
bus_2016,11.0,VIC,660,1.0121999999972753,0.515215313933133,PowerModels index: 660,21494.375,14573.125,0.6666666666666666,TermStrip
bus_2017,220.0,VIC,661,1.0604899999970583,0.4793946626895886,PowerModels index: 661,18270.0,14004.375,0.6666666666666666,TermStrip
bus_2021,17.0,VIC,665,0.9599599999981182,0.48918070050570794,PowerModels index: 665,21170.625,20676.25,1.0,TermStrip
bus_2024,15.0,VIC,668,0.9663499999981113,0.4701857472178704,PowerModels index: 668,21205.625,20755.0,1.0,TermStrip
bus_2028,15.0,VIC,672,0.9724199999981106,0.4700884140606547,PowerModels index: 672,21074.375,20566.875,1.0,TermStrip
bus_2030,15.0,VIC,674,0.9636099999981107,0.4694171236274341,PowerModels index: 674,21161.875,20895.0,1.0,TermStrip
bus_2033,10.5,VIC,677,0.9306599999980519,0.7066251636718216,PowerModels index: 677,23541.875,10675.0,0.6666666666666666,TermStrip
bus_2035,10.5,VIC,679,0.9238397316871066,0.627206538458856,PowerModels index: 679,23559.375,10745.0,0.6666666666666666,TermStrip
bus_2036,10.5,VIC,680,0.9573799999981323,0.7506916797090556,PowerModels index: 680,23415.0,10451.875,1.0,TermStrip
bus_2037,10.5,VIC,681,0.9380299999981511,0.7555515408117242,PowerModels index: 681,23371.25,10395.0,1.0,TermStrip
bus_2038,10.5,VIC,682,0.9476299999981398,0.7526134005522165,PowerModels index: 682,23323.125,10403.75,1.0,TermStrip
bus_2039,220.0,VIC,683,1.0873399999965068,0.3007664997891294,PowerModels index: 683,19131.875,13457.5,0.6666666666666666,TermStrip
bus_2040,15.75,VIC,684,0.9889799999973815,0.5552918781717309,PowerModels index: 684,19722.5,10876.25,0.6666666666666666,TermStrip
bus_2041,15.75,VIC,685,0.9960299999974178,0.5659449860274515,PowerModels index: 685,19810.0,10801.875,0.6666666666666666,TermStrip
bus_2043,24.0,VIC,687,1.0061799999977858,0.683456132147844,PowerModels index: 687,20781.25,10495.625,1.0,TermStrip
bus_2044,21.0,VIC,688,1.0117099999979462,0.7248193021379021,PowerModels index: 688,20755.0,10600.625,1.0,TermStrip
bus_2045,21.0,VIC,689,0.9902999999979444,0.7250008520422007,PowerModels index: 689,20733.125,10456.25,1.0,TermStrip
bus_2046,20.0,VIC,690,0.998909999998037,0.7360499000236659,PowerModels index: 690,20768.125,10346.875,1.0,TermStrip
bus_2047,20.0,VIC,691,0.9968599999980564,0.7407049628649973,PowerModels index: 691,20820.625,10386.25,1.0,TermStrip
bus_2054,0.6899999999999998,VIC,693,1.0652399999991415,0.8226530670992158,PowerModels index: 693,16445.625,12985.0,0.6666666666666666,TermStrip
bus_2055,0.6899999999999998,VIC,694,1.0729099999991267,0.8170248420673751,PowerModels index: 694,16423.75,13072.5,0.6666666666666666,TermStrip
bus_2056,0.6899999999999998,VIC,695,1.0777299999991428,0.8235269648992892,PowerModels index: 695,16498.125,12967.5,0.6666666666666666,TermStrip
bus_2057,0.6899999999999998,VIC,696,1.0746099999989962,0.7662710800739978,PowerModels index: 696,16677.5,12687.5,0.6666666666666666,TermStrip
bus_2058,0.6899999999999998,VIC,697,1.0769399999990095,0.7712549206243365,PowerModels index: 697,16629.375,12670.0,0.6666666666666666,TermStrip
bus_2059,0.6899999999999998,VIC,698,1.08352999999907,0.7955827110239739,PowerModels index: 698,16594.375,12740.0,0.6666666666666666,TermStrip
bus_2060,11.5,VIC,699,0.9751699999977564,0.5989826035072262,PowerModels index: 699,22561.875,15855.0,1.0,TermStrip
bus_2061,11.5,VIC,700,0.9754199999977287,0.585761762974452,PowerModels index: 700,22531.25,15658.125,1.0,TermStrip
bus_2062,11.5,VIC,701,0.9701499999977297,0.585674637301951,PowerModels index: 701,22557.5,15750.0,0.6666666666666666,TermStrip
bus_2063,20.0,VIC,702,0.9941299999987611,0.7013935473349806,PowerModels index: 702,17355.625,15456.875,1.0,TermStrip
bus_2064,20.0,VIC,703,0.9889999999987391,0.6924827281410306,PowerModels index: 703,17399.375,15330.0,1.0,TermStrip
bus_2065,11.0,VIC,704,0.9956018013365409,0.5167524158671104,PowerModels index: 704,23800.0,9633.75,1.3333333333333333,TermStrip
bus_2066,11.0,VIC,705,0.9958640840472536,0.5202818252767967,PowerModels index: 705,23839.375,8627.5,1.6666666666666667,TermStrip
bus_2068,66.0,VIC,707,0.9999037036198694,0.7317727572008558,PowerModels index: 707,23607.5,8876.875,1.0,TermStrip
bus_2069,11.0,VIC,708,0.9908099999982619,0.8177645894668563,PowerModels index: 708,23725.625,8426.25,0.6666666666666666,TermStrip
bus_2072,0.6899999999999998,VIC,711,1.0552499312936745,0.8768350233607201,PowerModels index: 711,17950.625,9191.875,1.0,TermStrip
bus_2073,24.0,VIC,712,0.9662499999974996,0.5743237635054147,PowerModels index: 712,20321.875,10351.25,1.0,TermStrip
bus_2074,0.65,VIC,713,0.979023669211708,0.8044903256326936,PowerModels index: 713,17736.25,12779.375,1.0,TermStrip
bus_2075,0.65,VIC,714,1.017614294475345,0.7997763139244868,PowerModels index: 714,17653.125,12897.5,1.0,TermStrip
bus_2076,0.6899999999999998,VIC,715,1.0691399999989415,1.001495901981974,PowerModels index: 715,18143.125,8728.125,0.6666666666666666,TermStrip
bus_2077,220.0,VIC,716,1.0313920301998214,0.5386622050215542,PowerModels index: 716,16008.125,14857.5,1.3333333333333333,TermStrip
bus_2078,22.0,VIC,717,0.981516098615954,0.6382217482880271,PowerModels index: 717,15688.75,13768.125,1.0,TermStrip
bus_2079,22.0,VIC,718,0.9759932953439804,0.7234651587509932,PowerModels index: 718,15763.125,13763.75,1.0,TermStrip
bus_2080,22.0,VIC,719,0.9764956066180019,0.7052861825422606,PowerModels index: 719,15715.0,13838.125,1.0,TermStrip
bus_2081,22.0,VIC,720,0.9760565815877845,0.7202016513027077,PowerModels index: 720,15653.75,13868.75,1.0,TermStrip
bus_2082,165.0,VIC,721,0.9972699999967205,0.43313393175804105,PowerModels index: 721,18760.0,15146.25,1.0,TermStrip
bus_2085,10.5,VIC,724,0.9586299999966199,0.3631929003853204,PowerModels index: 724,22299.375,12407.5,0.6666666666666666,TermStrip
bus_2086,10.5,VIC,725,0.9645799999966496,0.38778405051330694,PowerModels index: 725,21564.375,11488.75,0.6666666666666666,TermStrip
bus_2090,12.0,VIC,728,0.9999999999979367,0.6926884396961385,PowerModels index: 728,18471.25,12578.125,0.6666666666666666,TermStrip
bus_2091,11.5,VIC,729,0.9702899999976017,0.5251372401507991,PowerModels index: 729,21857.5,15960.0,1.0,TermStrip
bus_2092,20.0,VIC,730,0.9918499999980335,0.7615205068067993,PowerModels index: 730,23178.75,12376.875,1.0,TermStrip
bus_2093,20.0,VIC,731,0.9728599999974434,0.6168554919731216,PowerModels index: 731,22023.75,11781.875,1.0,TermStrip
bus_2094,20.0,VIC,732,0.9922299999974175,0.6102244697229524,PowerModels index: 732,22019.375,11698.75,1.0,TermStrip
bus_2095,20.0,VIC,733,0.989559999997476,0.6258719328543225,PowerModels index: 733,21993.125,11624.375,1.0,TermStrip
bus_2096,66.0,VIC,734,1.1191266001439897,0.6211618733422984,PowerModels index: 734,18427.5,11007.5,0.6666666666666666,TermStrip
bus_2097,66.0,VIC,735,1.046062291307949,0.28291255611042376,PowerModels index: 735,19779.375,10880.625,0.6666666666666666,TermStrip
bus_2099,132.0,VIC,737,1.0095543391989312,0.507892912068676,PowerModels index: 737,18663.75,11974.375,0.6666666666666666,TermStrip
bus_2100,132.0,VIC,738,1.0318398199133303,0.5541928649892034,PowerModels index: 738,18571.875,11125.625,1.0,TermStrip
bus_2101,132.0,VIC,739,0.9877167902374099,0.6476304459413892,PowerModels index: 739,17972.5,12753.125,1.3333333333333333,TermStrip
bus_2102,132.0,VIC,740,1.0114836927303446,0.435867243458773,PowerModels index: 740,21538.125,21118.125,0.6666666666666666,TermStrip
bus_2103,22.0,VIC,741,1.0148599516209122,0.3176054603444036,PowerModels index: 741,21608.125,10920.0,0.6666666666666666,TermStrip
bus_2104,220.0,VIC,742,1.02389479359291,0.3962987330501,PowerModels index: 742,19761.875,11296.25,3.3333333333333335,TermStrip
bus_2105,220.0,VIC,743,1.0270836908151615,0.45305680331935816,PowerModels index: 743,18952.5,13352.5,2.0,TermStrip
bus_2106,220.0,VIC,744,1.0364941520231346,0.5289645068522275,PowerModels index: 744,18436.25,13776.875,2.3333333333333335,TermStrip
bus_2107,220.0,VIC,745,1.066206279180686,0.483313514163968,PowerModels index: 745,21975.625,16051.875,3.3333333333333335,TermStrip
bus_2108,220.0,VIC,746,1.0391178703768236,0.31148736130082216,PowerModels index: 746,19460.0,14341.25,2.0,TermStrip
bus_2109,220.0,VIC,747,1.03180031538688,0.4621195205461586,PowerModels index: 747,18777.5,12858.125,1.0,TermStrip
bus_2111,220.0,VIC,749,1.029753439583925,0.3825935248803718,PowerModels index: 749,20160.0,11256.875,1.6666666666666667,TermStrip
bus_2118,220.0,VIC,754,1.0104222156038478,0.38954993080459777,PowerModels index: 754,22102.5,12035.625,1.3333333333333333,TermStrip
bus_2120,220.0,VIC,756,1.0635490338094427,0.41160522157290597,PowerModels index: 756,21013.125,17128.125,1.3333333333333333,TermStrip
bus_2121,220.0,VIC,757,1.0123657147415706,0.38587506647521114,PowerModels index: 757,21840.0,11891.25,2.3333333333333335,TermStrip
bus_2122,220.0,VIC,758,1.0493858638064606,0.44095005051994013,PowerModels index: 758,21424.375,14888.125,1.3333333333333333,TermStrip
bus_2125,220.0,VIC,761,1.037898864250145,0.31178891599657943,PowerModels index: 761,20002.5,15347.5,2.0,TermStrip
bus_2126,220.0,VIC,762,1.04073141734993,0.3560544024800774,PowerModels index: 762,20873.125,16633.75,1.0,TermStrip
bus_2128,220.0,VIC,764,1.0265782328339241,0.44225573112665245,PowerModels index: 764,19285.0,12656.875,2.3333333333333335,TermStrip
bus_2129,220.0,VIC,765,1.0445815582714937,0.4796461263622193,PowerModels index: 765,18519.375,14476.875,1.3333333333333333,TermStrip
bus_2136,220.0,VIC,772,1.0052295701868754,0.487346131921534,PowerModels index: 772,21735.0,11576.25,0.6666666666666666,TermStrip
bus_2140,220.0,VIC,776,1.008872442469117,0.37751809985466916,PowerModels index: 776,22246.875,10517.5,0.6666666666666666,TermStrip
bus_2143,220.0,VIC,779,1.0262361061788796,0.6542413291985599,PowerModels index: 779,23279.375,10841.25,3.3333333333333335,TermStrip
bus_2145,220.0,VIC,781,1.0561441579753095,0.30127281676237677,PowerModels index: 781,19223.75,14161.875,1.6666666666666667,TermStrip
bus_2146,220.0,VIC,782,1.0276028619264685,0.40355212735477525,PowerModels index: 782,19827.5,12442.5,2.0,TermStrip
bus_2147,220.0,VIC,783,1.0306345320551191,0.38331900307548694,PowerModels index: 783,20829.375,13396.25,1.0,TermStrip
bus_2151,132.0,VIC,787,1.0177457459013304,0.6751150144228957,PowerModels index: 787,16878.75,13829.375,0.6666666666666666,TermStrip
bus_2158,220.0,VIC,794,1.0096840375413823,0.3550088966103444,PowerModels index: 794,22120.0,12368.125,0.6666666666666666,TermStrip
bus_2162,220.0,VIC,798,1.0277318422118547,0.383929840646856,PowerModels index: 798,18834.375,15391.25,2.0,TermStrip
bus_2164,220.0,VIC,800,1.014455037066262,0.3631905309730495,PowerModels index: 800,21896.875,12862.5,3.0,TermStrip
bus_2167,220.0,VIC,803,0.9990847049426628,0.3501499799544196,PowerModels index: 803,21634.375,11379.375,1.3333333333333333,TermStrip
bus_2168,220.0,VIC,804,1.0214304760171413,0.342729950281458,PowerModels index: 804,21533.75,13269.375,2.0,TermStrip
bus_2169,220.0,VIC,805,1.0302542807874677,0.32118982039518607,PowerModels index: 805,20549.375,16310.0,1.0,TermStrip
bus_2170,220.0,VIC,806,1.0396984866971068,0.35529613827621404,PowerModels index: 806,21319.375,15220.625,2.0,TermStrip
bus_2171,220.0,VIC,807,1.03060497409165,0.37217950588732424,PowerModels index: 807,21218.75,15089.375,2.0,TermStrip
bus_2175,132.0,VIC,811,1.0124597568092257,0.6492711380410302,PowerModels index: 811,17071.25,14568.75,1.3333333333333333,TermStrip
bus_2176,220.0,VIC,812,1.0134841085503254,0.43450529512875735,PowerModels index: 812,18690.0,12648.125,0.6666666666666666,TermStrip
bus_2177,220.0,VIC,813,1.032437238217559,0.5074465895401283,PowerModels index: 813,18641.875,13374.375,1.0,TermStrip
bus_2178,220.0,VIC,814,1.0281879523224695,0.3398865764868741,PowerModels index: 814,21735.0,13584.375,1.3333333333333333,TermStrip
bus_2179,220.0,VIC,815,1.042083523181313,0.35748520664940325,PowerModels index: 815,19022.5,14739.375,1.0,TermStrip
bus_2181,220.0,VIC,817,1.029314972054619,0.38635656580547156,PowerModels index: 817,21310.625,13650.0,1.0,TermStrip
bus_2186,220.0,VIC,822,1.0024287945958177,0.5144939234753148,PowerModels index: 822,21879.375,12066.25,3.0,TermStrip
bus_2187,220.0,VIC,823,1.0237023120942723,0.6550307360324653,PowerModels index: 823,22999.375,12604.375,1.0,TermStrip
bus_2189,220.0,VIC,825,1.0222625848284896,0.40296086908019646,PowerModels index: 825,19543.125,12337.5,0.6666666666666666,TermStrip
bus_2190,330.0,VIC,826,1.0344594764285133,0.40561357815989835,PowerModels index: 826,21017.5,18698.75,1.0,TermStrip
bus_2191,330.0,VIC,827,1.0194626718985782,0.4004008431889338,PowerModels index: 827,21035.0,21021.875,2.3333333333333335,TermStrip
bus_2192,330.0,VIC,828,1.0322008155706763,0.4353361967263942,PowerModels index: 828,21065.625,17390.625,1.3333333333333333,TermStrip
bus_2195,330.0,VIC,831,1.038048778886522,0.392160767842402,PowerModels index: 831,20916.875,19407.5,1.0,TermStrip
bus_2196,275.0,VIC,832,1.0620907885731898,0.6093801549430847,PowerModels index: 832,15649.375,17272.5,1.3333333333333333,TermStrip
bus_2197,66.0,VIC,833,1.010734627959485,0.28162240074820666,PowerModels index: 833,21682.5,10933.125,0.6666666666666666,TermStrip
bus_2198,500.0,VIC,834,1.0418947584691465,0.49227080320583677,PowerModels index: 834,21997.5,13308.75,0.6666666666666666,TermStrip
bus_2199,500.0,VIC,835,1.0365619856178674,0.5929720259060416,PowerModels index: 835,22203.125,14218.75,2.0,TermStrip
bus_2200,500.0,VIC,836,1.0312955996739888,0.5790419756237616,PowerModels index: 836,16585.625,16283.75,4.0,TermStrip
bus_2201,500.0,VIC,837,1.04037655437862,0.48053206145706934,PowerModels index: 837,20308.75,13820.625,1.0,TermStrip
bus_2202,500.0,VIC,838,1.0360913314288451,0.6051560489027665,PowerModels index: 838,20951.875,10609.375,3.0,TermStrip
bus_2203,500.0,VIC,839,1.0442912206410735,0.4981406318629334,PowerModels index: 839,18449.375,14958.125,1.3333333333333333,TermStrip
bus_2204,500.0,VIC,840,1.0447962211422892,0.575871618796439,PowerModels index: 840,17500.0,15649.375,1.3333333333333333,TermStrip
bus_2205,500.0,VIC,841,1.026360517721799,0.5738716634696984,PowerModels index: 841,16235.625,15478.75,1.6666666666666667,TermStrip
bus_2206,500.0,VIC,842,1.0426310460289758,0.48626640715430314,PowerModels index: 842,21647.5,13938.75,2.6666666666666665,TermStrip
bus_2207,500.0,VIC,843,1.0422310028446866,0.49082955742478585,PowerModels index: 843,20986.875,14577.5,1.3333333333333333,TermStrip
bus_2208,500.0,VIC,844,1.042455349871639,0.486877698113916,PowerModels index: 844,19779.375,14643.125,1.0,TermStrip
bus_2209,500.0,VIC,845,1.0391495489857399,0.5738984445401859,PowerModels index: 845,17438.75,15443.75,1.0,TermStrip
bus_2210,66.0,VIC,846,1.0440004550199131,0.3307492522334901,PowerModels index: 846,19678.75,10574.375,2.0,TermStrip
bus_2211,66.0,VIC,847,1.042730986394065,0.32800178542984804,PowerModels index: 847,19595.625,10176.25,0.6666666666666666,TermStrip
bus_2213,66.0,VIC,849,1.009067985406847,0.48376436013445384,PowerModels index: 849,18221.875,11873.75,1.3333333333333333,TermStrip
bus_2214,66.0,VIC,850,1.0017018149568493,0.39267217319270153,PowerModels index: 850,18851.875,12420.625,1.3333333333333333,TermStrip
bus_2215,66.0,VIC,851,0.9900208978318991,0.3787637798678898,PowerModels index: 851,18528.125,12136.25,1.0,TermStrip
bus_2216,66.0,VIC,852,0.9822646387116701,0.45496705420256156,PowerModels index: 852,18195.625,12455.625,1.0,TermStrip
bus_2218,66.0,VIC,854,1.0421770232598715,0.3268322674035079,PowerModels index: 854,19578.125,10360.0,0.6666666666666666,TermStrip
bus_2219,66.0,VIC,855,1.0064267947848775,0.3946873627105295,PowerModels index: 855,18322.5,10902.5,0.6666666666666666,TermStrip
bus_2220,66.0,VIC,856,1.0168899464275707,0.24466347845888392,PowerModels index: 856,19516.875,13991.25,1.0,TermStrip
bus_2221,66.0,VIC,857,1.0400164024998542,0.323008757644473,PowerModels index: 857,19595.625,10740.625,2.0,TermStrip
bus_2222,66.0,VIC,858,1.0602018289298907,0.38963754298721576,PowerModels index: 858,19893.125,10915.625,0.6666666666666666,TermStrip
bus_2224,66.0,VIC,859,1.0089384409055828,0.28601953708788164,PowerModels index: 859,22229.375,11615.625,0.6666666666666666,TermStrip
bus_2225,66.0,VIC,860,0.9726980524251206,0.30758018706564605,PowerModels index: 860,19289.375,11095.0,1.0,TermStrip
bus_2226,66.0,VIC,861,0.9834928899077741,0.3366025170942381,PowerModels index: 861,19018.125,11571.875,0.6666666666666666,TermStrip
bus_2227,33.0,VIC,862,1.0086895549935988,0.6954830206987517,PowerModels index: 862,17806.25,12394.375,0.6666666666666666,TermStrip
bus_2228,33.0,VIC,863,1.0031212843556419,0.7494269733715803,PowerModels index: 863,17867.5,12346.25,0.6666666666666666,TermStrip
bus_2229,66.0,VIC,864,1.030997562284866,0.4311935195920095,PowerModels index: 864,22146.25,16393.125,1.0,TermStrip
bus_2231,66.0,VIC,866,1.0054889043166146,0.29254118707924853,PowerModels index: 866,21914.375,11410.0,1.0,TermStrip
bus_2232,66.0,VIC,867,1.0197371656717902,0.280015651054064,PowerModels index: 867,21861.875,11410.0,1.0,TermStrip
bus_2233,66.0,VIC,868,1.0242701684405455,0.30642271075617444,PowerModels index: 868,20461.875,10937.5,0.6666666666666666,TermStrip
bus_2234,66.0,VIC,869,1.0200330277634329,0.2705640484037278,PowerModels index: 869,21148.75,16480.625,1.0,TermStrip
bus_2235,66.0,VIC,870,0.9838416523871392,0.24220840770696334,PowerModels index: 870,21389.375,16436.875,1.0,TermStrip
bus_2236,66.0,VIC,871,1.0144860053343752,0.3851873704290794,PowerModels index: 871,19215.0,11956.875,1.0,TermStrip
bus_2237,66.0,VIC,872,1.0149024172158505,0.3452957946657173,PowerModels index: 872,19267.5,12236.875,0.6666666666666666,TermStrip
bus_2238,66.0,VIC,873,0.9934385199584951,0.34713683019869157,PowerModels index: 873,19171.25,11344.375,0.6666666666666666,TermStrip
bus_2239,66.0,VIC,874,0.9899854249849279,0.4669620319856019,PowerModels index: 874,18256.875,13794.375,1.3333333333333333,TermStrip
bus_2240,66.0,VIC,875,0.9823000859441028,0.44423182566993796,PowerModels index: 875,18208.75,13103.125,1.0,TermStrip
bus_2241,66.0,VIC,876,1.0465266443236003,0.25166968160461867,PowerModels index: 876,22627.5,11497.5,1.0,TermStrip
bus_2242,66.0,VIC,877,1.0207784393983206,0.6659018508911634,PowerModels index: 877,23913.75,10386.25,1.3333333333333333,TermStrip
bus_2243,66.0,VIC,878,0.9929464572834751,0.23522444125336123,PowerModels index: 878,19254.375,13798.75,1.0,TermStrip
bus_2244,66.0,VIC,879,1.0334726412811348,0.766832271270544,PowerModels index: 879,24368.75,9800.0,0.6666666666666666,TermStrip
bus_2245,66.0,VIC,880,1.0352174218420755,0.8061853903190848,PowerModels index: 880,24268.125,9603.125,0.6666666666666666,TermStrip
bus_2246,33.0,VIC,881,0.9828999999985949,0.8803962868759243,PowerModels index: 881,24403.75,9266.25,1.0,TermStrip
bus_2247,33.0,VIC,882,0.9813499999983485,0.8222433688622962,PowerModels index: 882,24508.75,9568.125,1.0,TermStrip
bus_2248,66.0,VIC,883,1.0034837956231455,0.2730664941806052,PowerModels index: 883,19906.25,12075.0,1.0,TermStrip
bus_2249,66.0,VIC,884,1.0250912621878734,0.304341546787166,PowerModels index: 884,19862.5,12022.5,0.6666666666666666,TermStrip
bus_2251,66.0,VIC,886,1.0234818229410212,0.42392681776678387,PowerModels index: 886,21835.625,16331.875,1.3333333333333333,TermStrip
bus_2252,66.0,VIC,887,1.0368412117913928,0.31810343651391826,PowerModels index: 887,19617.5,10325.0,0.6666666666666666,TermStrip
bus_2254,66.0,VIC,889,1.0248053419219398,0.7237958999828247,PowerModels index: 889,24106.25,9979.375,0.6666666666666666,TermStrip
bus_2255,66.0,VIC,890,1.0027719353896971,0.5445019706635151,PowerModels index: 890,23572.5,10185.0,1.0,TermStrip
bus_2256,66.0,VIC,891,0.9909058445427912,0.374580939186286,PowerModels index: 891,21765.625,16305.625,0.6666666666666666,TermStrip
