elm_loc_name,con_bus1,elm_plini,elm_qlini,elm_outserv,msc_powermodels_index,elm_desc,grf_rCenterX,grf_rCenterY,grf_sSymNam,gco_rX,gco_rY
load_P_1255_1,bus_1445,35.530706723075,-6.55735906660613,0,160,PowerModels index: 160,21336.875,33420.625,d_load,"[21336.875, 21336.875]","[33420.625, 33438.125]"
load_P_1255_2,bus_1451,15.413062602840503,-0.31732671870878,0,161,PowerModels index: 161,20190.625,31360.0,d_load,"[20190.625, 20190.625]","[31360.0, 31377.5]"
load_P_1256_1,bus_1453,9.809992313347758,0.4668915359380191,0,162,PowerModels index: 162,21971.25,35608.125,d_load,"[21971.25, 21971.25]","[35608.125, 35625.625]"
load_P_1256_2,bus_1455,57.43071290127839,23.376606220889038,0,163,PowerModels index: 163,19713.75,32672.5,d_load,"[19713.75, 19713.75]","[32672.5, 32690.0]"
load_P_1257_2,bus_1456,124.3923881613149,53.9825750993497,0,164,PowerModels index: 164,25081.875,35481.25,d_load,"[25081.875, 25081.875]","[35481.25, 35498.75]"
load_P_1257_3,bus_1459,247.18797321637692,51.754791627435715,0,165,PowerModels index: 165,22763.125,25742.5,d_load,"[22763.125, 22763.125]","[25742.5, 25760.0]"
load_P_1258_1,bus_1463,19.067126095181056,5.318302226226966,0,166,PowerModels index: 166,20873.125,32921.875,d_load,"[20873.125, 20873.125]","[32921.875, 32939.375]"
load_P_1258_2,bus_1464,32.460890445612705,0.43268733118674696,0,167,PowerModels index: 167,23576.875,35905.625,d_load,"[23576.875, 23576.875]","[35905.625, 35923.125]"
load_P_1259_3,bus_1467,5.0364285866841705,0.4205918960349169,0,168,PowerModels index: 168,19678.75,29846.25,d_load,"[19678.75, 19678.75]","[29846.25, 29863.75]"
load_P_1259_4,bus_1474,1.305299085441975,0.9856024558254519,0,169,PowerModels index: 169,27352.5,39488.75,d_load,"[27352.5, 27352.5]","[39488.75, 39506.25]"
load_P_1260_1,bus_1475,11.940483781928428,2.39577703865114,0,170,PowerModels index: 170,27151.25,22811.25,d_load,"[27151.25, 27151.25]","[22811.25, 22828.75]"
load_P_1260_2,bus_1477,90.3345316032439,30.220930227318334,0,171,PowerModels index: 171,23218.125,35634.375,d_load,"[23218.125, 23218.125]","[35634.375, 35651.875]"
load_P_1260_3,bus_1479,62.84958307602702,-1.04273484141156,0,172,PowerModels index: 172,21708.75,21962.5,d_load,"[21708.75, 21708.75]","[21962.5, 21980.0]"
load_P_1260_6,bus_1482,36.30416601743712,14.165393191207002,0,173,PowerModels index: 173,21564.375,22019.375,d_load,"[21564.375, 21564.375]","[22019.375, 22036.875]"
load_P_1261_1,bus_1486,17.325075152052328,2.7241302967316,0,174,PowerModels index: 174,24482.5,26792.5,d_load,"[24482.5, 24482.5]","[26792.5, 26810.0]"
load_P_1261_2,bus_1488,44.2435090154991,24.8742950293424,0,175,PowerModels index: 175,19193.125,33346.25,d_load,"[19193.125, 19193.125]","[33346.25, 33363.75]"
load_P_1261_3,bus_1498,14.443465738655197,3.79346401580512,0,176,PowerModels index: 176,12928.125,37760.625,d_load,"[12928.125, 12928.125]","[37760.625, 37778.125]"
load_P_1264_1,bus_1499,35.6361231990842,-0.331702422385104,0,177,PowerModels index: 177,20706.875,26140.625,d_load,"[20706.875, 20706.875]","[26140.625, 26158.125]"
load_P_1266_1,bus_1501,37.37692512202407,3.7867029066234,0,178,PowerModels index: 178,18108.125,28525.0,d_load,"[18108.125, 18108.125]","[28525.0, 28542.5]"
load_P_1266_2,bus_1502,32.9085874354015,7.71436849643532,0,179,PowerModels index: 179,18571.875,33499.375,d_load,"[18571.875, 18571.875]","[33499.375, 33516.875]"
load_P_1266_4,bus_1504,13.651130227223781,-4.989302688580609,0,180,PowerModels index: 180,20396.25,24066.875,d_load,"[20396.25, 20396.25]","[24066.875, 24084.375]"
load_P_1275_1,bus_1507,41.0646288599506,4.40060743623958,0,181,PowerModels index: 181,21363.125,19197.5,d_load,"[21363.125, 21363.125]","[19197.5, 19215.0]"
load_P_1275_2,bus_1508,27.815235608459105,-1.7848497562562122,0,182,PowerModels index: 182,19433.75,25261.25,d_load,"[19433.75, 19433.75]","[25261.25, 25278.75]"
load_P_1284_1,bus_1509,96.0030458944804,20.01090188098545,0,183,PowerModels index: 183,18204.375,32970.0,d_load,"[18204.375, 18204.375]","[32970.0, 32987.5]"
load_P_1284_2,bus_1510,23.338663735989,6.34700787033336,0,184,PowerModels index: 184,25983.125,36841.875,d_load,"[25983.125, 25983.125]","[36841.875, 36859.375]"
load_P_1284_3,bus_1512,9.49779156317864,0.399902283367887,0,185,PowerModels index: 185,26928.125,38521.875,d_load,"[26928.125, 26928.125]","[38521.875, 38539.375]"
load_P_1284_4,bus_1513,19.847578751075687,2.84812939842175,0,186,PowerModels index: 186,20908.125,29478.75,d_load,"[20908.125, 20908.125]","[29478.75, 29496.25]"
load_P_1288_1,bus_1515,0.46670351488785805,-0.0161115990020335,0,187,PowerModels index: 187,20352.5,28988.75,d_load,"[20352.5, 20352.5]","[28988.75, 29006.25]"
load_P_1288_2,bus_1517,0.09922998319845651,-0.8004367714114021,0,188,PowerModels index: 188,21713.125,23161.25,d_load,"[21713.125, 21713.125]","[23161.25, 23178.75]"
load_P_1288_3,bus_1518,67.7720564088253,18.27091536921027,0,189,PowerModels index: 189,19551.875,27877.5,d_load,"[19551.875, 19551.875]","[27877.5, 27895.0]"
load_P_1292_1,bus_1519,9.102645609357394,3.427544322311509,0,190,PowerModels index: 190,17530.625,26630.625,d_load,"[17530.625, 17530.625]","[26630.625, 26648.125]"
load_P_1293_1,bus_1522,3.7967742685195995,2.63118592091161,0,191,PowerModels index: 191,17692.5,35599.375,d_load,"[17692.5, 17692.5]","[35599.375, 35616.875]"
load_P_1294_1,bus_1524,3.85065853295568,2.52628405379481,0,192,PowerModels index: 192,17596.25,35542.5,d_load,"[17596.25, 17596.25]","[35542.5, 35560.0]"
load_P_1294_2,bus_1527,22.5639777740427,1.8923875535509498,0,193,PowerModels index: 193,26000.625,39156.25,d_load,"[26000.625, 26000.625]","[39156.25, 39173.75]"
load_P_1294_3,bus_1528,23.3330353536967,9.00891567383017,0,194,PowerModels index: 194,23069.375,26477.5,d_load,"[23069.375, 23069.375]","[26477.5, 26495.0]"
load_P_1295_1,bus_1529,50.6840043149452,18.048215211899297,0,195,PowerModels index: 195,23016.875,26525.625,d_load,"[23016.875, 23016.875]","[26525.625, 26543.125]"
load_P_1295_2,bus_1530,9.355660670996603,-1.7874206358314504,0,196,PowerModels index: 196,21966.875,26083.75,d_load,"[21966.875, 21966.875]","[26083.75, 26101.25]"
load_P_1295_3,bus_1531,3.5502610337775695,2.8275296573007496,0,197,PowerModels index: 197,25239.375,34601.875,d_load,"[25239.375, 25239.375]","[34601.875, 34619.375]"
load_P_1299_1,bus_1534,53.8506285163131,12.04049320483581,0,198,PowerModels index: 198,20006.875,26827.5,d_load,"[20006.875, 20006.875]","[26827.5, 26845.0]"
load_P_1301_1,bus_1535,45.5423067038432,-6.839752753830511,0,199,PowerModels index: 199,26635.0,39615.625,d_load,"[26635.0, 26635.0]","[39615.625, 39633.125]"
load_P_1301_2,bus_1538,135.974627707605,40.91939113078279,0,200,PowerModels index: 200,21656.25,28669.375,d_load,"[21656.25, 21656.25]","[28669.375, 28686.875]"
load_P_1301_3,bus_1544,3.3696771344079197,2.47858467733115,0,201,PowerModels index: 201,23900.625,34300.0,d_load,"[23900.625, 23900.625]","[34300.0, 34317.5]"
load_P_1305_1,bus_1546,3.26798870377522,2.66659293284044,0,202,PowerModels index: 202,23279.375,34378.75,d_load,"[23279.375, 23279.375]","[34378.75, 34396.25]"
load_P_1305_2,bus_1547,32.2083603870078,8.09771245413106,0,203,PowerModels index: 203,20728.75,33801.25,d_load,"[20728.75, 20728.75]","[33801.25, 33818.75]"
load_P_1306_1,bus_1548,153.59928812735942,5.487337296940128,0,204,PowerModels index: 204,20803.125,28240.625,d_load,"[20803.125, 20803.125]","[28240.625, 28258.125]"
load_P_1306_2,bus_1549,15.192086924542703,6.423160151273009,0,205,PowerModels index: 205,19250.0,29111.25,d_load,"[19250.0, 19250.0]","[29111.25, 29128.75]"
load_P_1307_1,bus_1550,15.6083108045605,6.58579114412889,0,206,PowerModels index: 206,19206.25,28997.5,d_load,"[19206.25, 19206.25]","[28997.5, 29015.0]"
load_P_1307_2,bus_1553,53.2578253711913,15.640309677941403,0,207,PowerModels index: 207,22911.875,27081.25,d_load,"[22911.875, 22911.875]","[27081.25, 27098.75]"
load_P_1309_1,bus_1554,1.34021784564555,1.1810020390162201,0,208,PowerModels index: 208,27776.875,37751.875,d_load,"[27776.875, 27776.875]","[37751.875, 37769.375]"
load_P_1309_2,bus_1555,25.7212677929139,10.439146023329,0,209,PowerModels index: 209,24154.375,27203.75,d_load,"[24154.375, 24154.375]","[27203.75, 27221.25]"
load_P_1309_3,bus_1556,37.54978946485959,4.9914600100955,0,210,PowerModels index: 210,20020.0,27387.5,d_load,"[20020.0, 20020.0]","[27387.5, 27405.0]"
load_P_1309_4,bus_1557,30.111314873995305,5.82582067433736,0,211,PowerModels index: 211,21490.0,35730.625,d_load,"[21490.0, 21490.0]","[35730.625, 35748.125]"
load_P_1314_1,bus_1558,41.997228306665306,6.29271074295603,0,212,PowerModels index: 212,18130.0,33499.375,d_load,"[18130.0, 18130.0]","[33499.375, 33516.875]"
load_P_1314_2,bus_1559,7.17046313801035,1.20565092250966,0,213,PowerModels index: 213,25554.375,37581.25,d_load,"[25554.375, 25554.375]","[37581.25, 37598.75]"
load_P_1314_3,bus_1560,27.932951948812203,11.41139221383081,0,214,PowerModels index: 214,19866.875,29120.0,d_load,"[19866.875, 19866.875]","[29120.0, 29137.5]"
load_P_1314_4,bus_1561,2.93367640063595,0.029366440789774097,0,215,PowerModels index: 215,20803.125,17460.625,d_load,"[20803.125, 20803.125]","[17460.625, 17478.125]"
load_P_1320_1,bus_1563,6.990865571744742,0.6859382097322956,0,216,PowerModels index: 216,24066.875,36710.625,d_load,"[24066.875, 24066.875]","[36710.625, 36728.125]"
load_P_1320_2,bus_1567,83.45928648693999,35.6848109782537,0,217,PowerModels index: 217,22400.0,35525.0,d_load,"[22400.0, 22400.0]","[35525.0, 35542.5]"
load_P_1321_1,bus_1568,74.1393060408265,0.577643759458047,0,218,PowerModels index: 218,17806.25,28389.375,d_load,"[17806.25, 17806.25]","[28389.375, 28406.875]"
load_P_1321_2,bus_1572,2.94860928124757,-0.572537157348078,0,219,PowerModels index: 219,27492.5,39646.25,d_load,"[27492.5, 27492.5]","[39646.25, 39663.75]"
load_P_1323_1,bus_1573,9.75895882505178,1.5392968715541069,0,220,PowerModels index: 220,27405.0,39694.375,d_load,"[27405.0, 27405.0]","[39694.375, 39711.875]"
load_P_1323_2,bus_1574,45.5537968621744,12.07180622033943,0,221,PowerModels index: 221,15951.25,31080.0,d_load,"[15951.25, 15951.25]","[31080.0, 31097.5]"
load_P_1323_3,bus_1575,126.75095347008029,1.534280079327383,0,222,PowerModels index: 222,22373.75,27243.125,d_load,"[22373.75, 22373.75]","[27243.125, 27260.625]"
load_P_1325_2,bus_1576,38.0968672390442,-0.618437246588059,0,223,PowerModels index: 223,21568.75,25895.625,d_load,"[21568.75, 21568.75]","[25895.625, 25913.125]"
load_P_1330_1,bus_1577,91.7722501381676,-6.61124917732179,0,224,PowerModels index: 224,22316.875,26101.25,d_load,"[22316.875, 22316.875]","[26101.25, 26118.75]"
load_P_1338_1,bus_1578,18.41371809935859,5.44221468107821,0,225,PowerModels index: 225,28752.5,40407.5,d_load,"[28752.5, 28752.5]","[40407.5, 40425.0]"
load_P_1338_2,bus_1581,16.58481589836977,11.51249269012911,0,226,PowerModels index: 226,17915.625,35323.75,d_load,"[17915.625, 17915.625]","[35323.75, 35341.25]"
load_P_1339_1,bus_1583,15.038017737538178,0.44578767901649713,0,227,PowerModels index: 227,21398.125,19670.0,d_load,"[21398.125, 21398.125]","[19670.0, 19687.5]"
load_P_1339_2,bus_1584,1.4796473837323492,0.35627091424968,0,228,PowerModels index: 228,27129.375,39296.25,d_load,"[27129.375, 27129.375]","[39296.25, 39313.75]"
load_P_1339_3,bus_1585,19.0122171183966,7.134572004421059,0,229,PowerModels index: 229,18265.625,33061.875,d_load,"[18265.625, 18265.625]","[33061.875, 33079.375]"
load_P_1340_1,bus_1589,23.1764743361951,1.19117251305445,0,230,PowerModels index: 230,26783.75,38373.125,d_load,"[26783.75, 26783.75]","[38373.125, 38390.625]"
load_P_1341_1,bus_1590,40.9980201621959,12.847746295046,0,231,PowerModels index: 231,22277.5,30095.625,d_load,"[22277.5, 22277.5]","[30095.625, 30113.125]"
load_P_1343_3,bus_1591,37.97760783812062,7.856519432982438,0,232,PowerModels index: 232,27164.375,40035.625,d_load,"[27164.375, 27164.375]","[40035.625, 40053.125]"
load_P_1343_4,bus_1592,106.64518520172169,10.807601357026952,0,233,PowerModels index: 233,21857.5,35656.25,d_load,"[21857.5, 21857.5]","[35656.25, 35673.75]"
load_P_1344_1,bus_1593,7.0778117353734595,6.2130347762391,0,234,PowerModels index: 234,30830.625,41930.0,d_load,"[30830.625, 30830.625]","[41930.0, 41947.5]"
load_P_1344_2,bus_1594,0.0,0.0,1,235,PowerModels index: 235,29710.625,40971.875,d_load,"[29710.625, 29710.625]","[40971.875, 40989.375]"
load_P_1345_1,bus_1595,5.56851138662919,0.129723592539411,0,236,PowerModels index: 236,30336.25,41230.0,d_load,"[30336.25, 30336.25]","[41230.0, 41247.5]"
load_P_1345_2,bus_1596,14.94754650877956,0.27306994068129,0,237,PowerModels index: 237,30848.125,41518.75,d_load,"[30848.125, 30848.125]","[41518.75, 41536.25]"
load_P_1349_1,bus_1598,8.91972071331111,2.7283711471001197,0,238,PowerModels index: 238,30533.125,41203.75,d_load,"[30533.125, 30533.125]","[41203.75, 41221.25]"
load_P_1349_2,bus_1599,1.01595722773056,0.355317011995241,0,239,PowerModels index: 239,13020.0,37786.875,d_load,"[13020.0, 13020.0]","[37786.875, 37804.375]"
load_P_1350_3,bus_1600,19.468998386882973,3.45594364028736,0,240,PowerModels index: 240,12958.75,38018.75,d_load,"[12958.75, 12958.75]","[38018.75, 38036.25]"
load_P_1350_4,bus_1601,7.449695584312079,3.14453355850857,0,241,PowerModels index: 241,30200.625,41094.375,d_load,"[30200.625, 30200.625]","[41094.375, 41111.875]"
load_P_1352_1,bus_1602,6.488551926604201,4.97643151054973,0,242,PowerModels index: 242,25550.0,34536.25,d_load,"[25550.0, 25550.0]","[34536.25, 34553.75]"
load_P_1352_2,bus_1604,20.005432422843757,3.19648576191929,0,243,PowerModels index: 243,24351.25,26880.0,d_load,"[24351.25, 24351.25]","[26880.0, 26897.5]"
load_P_1352_3,bus_1610,70.0829089402803,-5.051231327439799,0,244,PowerModels index: 244,22596.875,26250.0,d_load,"[22596.875, 22596.875]","[26250.0, 26267.5]"
load_P_1352_4,bus_1611,6.846033021336422,1.185359802347422,0,245,PowerModels index: 245,27531.875,38679.375,d_load,"[27531.875, 27531.875]","[38679.375, 38696.875]"
load_P_1355_1,bus_1613,22.913041498983006,1.011646005088091,0,246,PowerModels index: 246,27181.875,37708.125,d_load,"[27181.875, 27181.875]","[37708.125, 37725.625]"
load_P_1355_2,bus_1614,2.0035288930170205,-0.46453521557678495,0,247,PowerModels index: 247,29093.75,21266.875,d_load,"[29093.75, 29093.75]","[21266.875, 21284.375]"
load_P_1356_1,bus_1615,2.3568789448263106,-0.21428434385871503,0,248,PowerModels index: 248,29229.375,21441.875,d_load,"[29229.375, 29229.375]","[21441.875, 21459.375]"
load_P_1356_2,bus_1618,3.70438534856513,2.6696586556825803,0,249,PowerModels index: 249,30034.375,41829.375,d_load,"[30034.375, 30034.375]","[41829.375, 41846.875]"
load_P_1357_1,bus_1620,29.3065270345151,5.258572018114851,0,250,PowerModels index: 250,21459.375,22369.375,d_load,"[21459.375, 21459.375]","[22369.375, 22386.875]"
load_P_1357_2,bus_1621,103.4451249093471,41.51260807489379,0,251,PowerModels index: 251,21634.375,35665.0,d_load,"[21634.375, 21634.375]","[35665.0, 35682.5]"
load_P_1358_1,bus_1622,4.857283283434299,1.24628288624436,0,252,PowerModels index: 252,27807.5,39178.125,d_load,"[27807.5, 27807.5]","[39178.125, 39195.625]"
load_P_1360_1,bus_1623,34.719912809279705,2.4519014964825,0,253,PowerModels index: 253,26219.375,37318.75,d_load,"[26219.375, 26219.375]","[37318.75, 37336.25]"
load_P_1361_2,bus_1624,36.17865755324917,6.922959991360182,0,254,PowerModels index: 254,15321.25,30865.625,d_load,"[15321.25, 15321.25]","[30865.625, 30883.125]"
load_P_1364_1,bus_1625,57.7295707898397,14.189142892166739,0,255,PowerModels index: 255,19236.875,28704.375,d_load,"[19236.875, 19236.875]","[28704.375, 28721.875]"
load_P_1364_2,bus_1626,24.80032472406043,3.537048890416043,0,256,PowerModels index: 256,19355.0,27063.75,d_load,"[19355.0, 19355.0]","[27063.75, 27081.25]"
load_P_1369_2,bus_1629,52.21132499656661,7.139697763894361,0,257,PowerModels index: 257,26009.375,37878.75,d_load,"[26009.375, 26009.375]","[37878.75, 37896.25]"
load_P_1369_3,bus_1630,30.950897495025302,3.04136474914048,0,258,PowerModels index: 258,21774.375,36080.625,d_load,"[21774.375, 21774.375]","[36080.625, 36098.125]"
load_P_1369_4,bus_1631,7.4485846506111395,0.333228652507067,0,259,PowerModels index: 259,27090.0,39020.625,d_load,"[27090.0, 27090.0]","[39020.625, 39038.125]"
load_P_1369_5,bus_1633,57.150226817535646,11.315912317995956,0,260,PowerModels index: 260,26355.0,23690.625,d_load,"[26355.0, 26355.0]","[23690.625, 23708.125]"
load_P_1371_1,bus_1636,12.320100296616602,6.12015555141447,0,261,PowerModels index: 261,17801.875,32729.375,d_load,"[17801.875, 17801.875]","[32729.375, 32746.875]"
load_P_1371_2,bus_1638,41.4392100594888,2.9868363854211233,0,262,PowerModels index: 262,24504.375,36645.0,d_load,"[24504.375, 24504.375]","[36645.0, 36662.5]"
load_P_1372_3,bus_1639,26.64158648585211,4.58853678522222,0,263,PowerModels index: 263,24438.75,36750.0,d_load,"[24438.75, 24438.75]","[36750.0, 36767.5]"
load_P_1372_4,bus_1640,40.238087486087,17.053646427150213,0,264,PowerModels index: 264,20221.25,26740.0,d_load,"[20221.25, 20221.25]","[26740.0, 26757.5]"
load_P_1373_1,bus_1645,14.948907114637642,7.0651868818190895,0,265,PowerModels index: 265,21568.75,21678.125,d_load,"[21568.75, 21568.75]","[21678.125, 21695.625]"
load_P_1373_2,bus_1647,28.38667873960537,7.31072880483535,0,266,PowerModels index: 266,17045.0,31325.0,d_load,"[17045.0, 17045.0]","[31325.0, 31342.5]"
load_P_1376_1,bus_1648,2.28247238744795,0.586273124143481,0,267,PowerModels index: 267,27588.75,40486.25,d_load,"[27588.75, 27588.75]","[40486.25, 40503.75]"
load_P_1378_2,bus_1649,30.0192596525771,4.37241490385612,0,268,PowerModels index: 268,20155.625,33849.375,d_load,"[20155.625, 20155.625]","[33849.375, 33866.875]"
load_P_1379_1,bus_1650,39.10918753935455,4.2385376710117315,0,269,PowerModels index: 269,21787.5,20278.125,d_load,"[21787.5, 21787.5]","[20278.125, 20295.625]"
load_P_1379_2,bus_1651,5.71820972677711,-2.3636429420402703,0,270,PowerModels index: 270,12862.5,38088.75,d_load,"[12862.5, 12862.5]","[38088.75, 38106.25]"
load_P_1379_3,bus_1652,2.6457962595954503,2.1894860999582297,0,271,PowerModels index: 271,17867.5,31285.625,d_load,"[17867.5, 17867.5]","[31285.625, 31303.125]"
load_P_1380_1,bus_1653,19.54863211292792,5.10075168020744,0,272,PowerModels index: 272,17810.625,31180.625,d_load,"[17810.625, 17810.625]","[31180.625, 31198.125]"
load_P_1380_2,bus_1658,17.5632361167267,3.5442949379365896,0,273,PowerModels index: 273,30082.5,41094.375,d_load,"[30082.5, 30082.5]","[41094.375, 41111.875]"
load_P_1382_1,bus_2001,0.0,0.0,1,274,PowerModels index: 274,17941.875,11020.625,d_load,"[17941.875, 17941.875]","[11020.625, 11038.125]"
load_P_1382_2,bus_2002,0.0,0.0,1,275,PowerModels index: 275,18025.0,10924.375,d_load,"[18025.0, 18025.0]","[10924.375, 10941.875]"
load_P_1382_3,bus_2014,0.0893076585740782,0.0884848609473556,0,276,PowerModels index: 276,21835.625,15601.25,d_load,"[21835.625, 21835.625]","[15601.25, 15618.75]"
load_P_1387_4,bus_2021,0.07360570005029439,0.0781584249287844,0,277,PowerModels index: 277,21179.375,20658.75,d_load,"[21179.375, 21179.375]","[20658.75, 20676.25]"
load_P_1388_1,bus_2024,0.0433536336387042,0.0467908781440929,0,278,PowerModels index: 278,21214.375,20737.5,d_load,"[21214.375, 21214.375]","[20737.5, 20755.0]"
load_P_1388_2,bus_2028,0.046108789184317,0.0428978709062561,0,279,PowerModels index: 279,21083.125,20549.375,d_load,"[21083.125, 21083.125]","[20549.375, 20566.875]"
load_P_1391_1,bus_2030,0.0429395555164665,0.04375657760538159,0,280,PowerModels index: 280,21170.625,20877.5,d_load,"[21170.625, 21170.625]","[20877.5, 20895.0]"
load_P_1391_10,bus_2035,0.0433001450244337,0.04369530380819919,0,281,PowerModels index: 281,23563.75,10727.5,d_load,"[23563.75, 23563.75]","[10727.5, 10745.0]"
load_P_1391_2,bus_2036,0.0714593282807618,0.0702238406734541,0,282,PowerModels index: 282,23423.75,10434.375,d_load,"[23423.75, 23423.75]","[10434.375, 10451.875]"
load_P_1391_3,bus_2037,0.0685315078463405,0.0689244811926037,0,283,PowerModels index: 283,23380.0,10377.5,d_load,"[23380.0, 23380.0]","[10377.5, 10395.0]"
load_P_1391_4,bus_2038,0.06858651151768859,0.0746841716375202,0,284,PowerModels index: 284,23331.875,10386.25,d_load,"[23331.875, 23331.875]","[10386.25, 10403.75]"
load_P_1391_5,bus_2043,30.7330869440481,21.546654364705102,0,285,PowerModels index: 285,20790.0,10478.125,d_load,"[20790.0, 20790.0]","[10478.125, 10495.625]"
load_P_1391_6,bus_2044,49.2048921859311,30.981598984707603,0,286,PowerModels index: 286,20763.75,10583.125,d_load,"[20763.75, 20763.75]","[10583.125, 10600.625]"
load_P_1391_8,bus_2045,44.4492790900692,29.052256582199004,0,287,PowerModels index: 287,20741.875,10438.75,d_load,"[20741.875, 20741.875]","[10438.75, 10456.25]"
load_P_1391_9,bus_2046,41.4067931137048,31.1884031072259,0,288,PowerModels index: 288,20776.875,10329.375,d_load,"[20776.875, 20776.875]","[10329.375, 10346.875]"
load_P_1394_1,bus_2047,42.047680030390616,29.526598063297598,0,289,PowerModels index: 289,20829.375,10368.75,d_load,"[20829.375, 20829.375]","[10368.75, 10386.25]"
load_P_1394_2,bus_2060,0.0822368995671161,0.0853392213732936,0,290,PowerModels index: 290,22570.625,15837.5,d_load,"[22570.625, 22570.625]","[15837.5, 15855.0]"
load_P_1395_1,bus_2061,0.0805542713109404,0.0812393866575323,0,291,PowerModels index: 291,22540.0,15640.625,d_load,"[22540.0, 22540.0]","[15640.625, 15658.125]"
load_P_1396_1,bus_2063,2.0279785892623496,0.89940664539272,0,292,PowerModels index: 292,17364.375,15439.375,d_load,"[17364.375, 17364.375]","[15439.375, 15456.875]"
load_P_1396_2,bus_2064,1.9344733449239297,0.8359173977880741,0,293,PowerModels index: 293,17408.125,15312.5,d_load,"[17408.125, 17408.125]","[15312.5, 15330.0]"
load_P_1397_1,bus_2065,6.791062040939461,2.2136897100674027,0,294,PowerModels index: 294,23795.625,9616.25,d_load,"[23795.625, 23795.625]","[9616.25, 9633.75]"
load_P_1397_2,bus_2066,2.83867607538979,2.416459847174211,0,295,PowerModels index: 295,23830.625,8610.0,d_load,"[23830.625, 23830.625]","[8610.0, 8627.5]"
load_P_1397_3,bus_2072,0.0,0.0,1,296,PowerModels index: 296,17950.625,9174.375,d_load,"[17950.625, 17950.625]","[9174.375, 9191.875]"
load_P_1397_4,bus_2073,28.389421854219798,19.7755909688836,0,297,PowerModels index: 297,20330.625,10333.75,d_load,"[20330.625, 20330.625]","[10333.75, 10351.25]"
load_P_1397_5,bus_2074,0.0,0.0,1,298,PowerModels index: 298,17736.25,12761.875,d_load,"[17736.25, 17736.25]","[12761.875, 12779.375]"
load_P_1398_3,bus_2075,0.0,0.0,1,299,PowerModels index: 299,17653.125,12880.0,d_load,"[17653.125, 17653.125]","[12880.0, 12897.5]"
load_P_1399_1,bus_2078,0.0,0.0,1,300,PowerModels index: 300,15688.75,13750.625,d_load,"[15688.75, 15688.75]","[13750.625, 13768.125]"
load_P_1399_2,bus_2079,0.0,0.0,1,301,PowerModels index: 301,15763.125,13746.25,d_load,"[15763.125, 15763.125]","[13746.25, 13763.75]"
load_P_1400_1,bus_2080,0.0,0.0,1,302,PowerModels index: 302,15715.0,13820.625,d_load,"[15715.0, 15715.0]","[13820.625, 13838.125]"
load_P_1403_1,bus_2081,0.0,0.0,1,303,PowerModels index: 303,15653.75,13851.25,d_load,"[15653.75, 15653.75]","[13851.25, 13868.75]"
load_P_1406_1,bus_2091,0.04727787645086649,0.0465347684986889,0,304,PowerModels index: 304,21866.25,15942.5,d_load,"[21866.25, 21866.25]","[15942.5, 15960.0]"
load_P_1406_2,bus_2092,21.994129019313295,17.1773928644646,0,305,PowerModels index: 305,23187.5,12359.375,d_load,"[23187.5, 23187.5]","[12359.375, 12376.875]"
load_P_1406_3,bus_2093,21.5008671013484,17.558730970256,0,306,PowerModels index: 306,22032.5,11764.375,d_load,"[22032.5, 22032.5]","[11764.375, 11781.875]"
load_P_1415_1,bus_2094,33.5007157789878,19.0538795878291,0,307,PowerModels index: 307,22028.125,11681.25,d_load,"[22028.125, 22028.125]","[11681.25, 11698.75]"
load_P_1416_1,bus_2095,37.6543846465889,20.2329956645221,0,308,PowerModels index: 308,22001.875,11606.875,d_load,"[22001.875, 22001.875]","[11606.875, 11624.375]"
load_P_1416_2,bus_2096,0.0,0.0,1,309,PowerModels index: 309,18431.875,10990.0,d_load,"[18431.875, 18431.875]","[10990.0, 11007.5]"
load_P_1416_3,bus_2097,138.099319126361,35.2016740600468,0,310,PowerModels index: 310,19783.75,10863.125,d_load,"[19783.75, 19783.75]","[10863.125, 10880.625]"
load_P_1422_1,bus_2103,29.997827276717697,6.303746532732291,0,311,PowerModels index: 311,21612.5,10902.5,d_load,"[21612.5, 21612.5]","[10902.5, 10920.0]"
load_P_1422_2,bus_2140,27.393409358176303,10.801121262319391,0,312,PowerModels index: 312,22251.25,10500.0,d_load,"[22251.25, 22251.25]","[10500.0, 10517.5]"
load_P_1424_1,bus_2197,212.5117920743858,34.8243513141602,0,313,PowerModels index: 313,21686.875,10915.625,d_load,"[21686.875, 21686.875]","[10915.625, 10933.125]"
load_P_1424_2,bus_2210,40.49919950362565,3.174785178791083,0,314,PowerModels index: 314,19700.625,10556.875,d_load,"[19700.625, 19700.625]","[10556.875, 10574.375]"
load_P_1425_1,bus_2211,6.343594905504779,0.5443504580912648,0,315,PowerModels index: 315,19600.0,10158.75,d_load,"[19600.0, 19600.0]","[10158.75, 10176.25]"
load_P_1425_2,bus_2213,1.1293788691031281,1.962782475738642,0,316,PowerModels index: 316,18235.0,11856.25,d_load,"[18235.0, 18235.0]","[11856.25, 11873.75]"
load_P_1425_3,bus_2214,57.801017255999895,15.27714326788242,0,317,PowerModels index: 317,18856.25,12403.125,d_load,"[18856.25, 18856.25]","[12403.125, 12420.625]"
load_P_1425_4,bus_2215,58.38449101720601,14.123100403187602,0,318,PowerModels index: 318,18536.875,12118.75,d_load,"[18536.875, 18536.875]","[12118.75, 12136.25]"
load_P_1429_1,bus_2216,10.836691047943201,3.12044231271967,0,319,PowerModels index: 319,18195.625,12438.125,d_load,"[18195.625, 18195.625]","[12438.125, 12455.625]"
