elm_loc_name,elm_desc,con_bus1,con_bus2,elm_outserv,elm_dline,typ_uline,typ_rline,typ_xline,typ_bline,msc_powermodels_index,grf_rCenterX,grf_rCenterY,grf_sSymNam,gco_1_rX,gco_1_rY,gco_2_rX,gco_2_rY
branch_1283,"PowerModels index: 1283
f_bus: bus_5101
t_bus: bus_5102
name: line_5101_to_5102_2_cp",bus_5101,bus_5102,0,1.0,110.0,0.6758395709868581,1.8970958176474,13.174172728395536,1283,21087.5,1275.3125,d_lin,"[21087.5, 20921.25, 20921.25]","[1275.3125, 1185.625, 1185.625]","[21087.5, 21253.75, 21253.75]","[1275.3125, 1365.0, 1365.0]"
branch_1284,"PowerModels index: 1284
f_bus: bus_5101
t_bus: bus_5103
name: line_5101_to_5103_1_cp",bus_5101,bus_5103,0,1.0,110.0,0.7291125603598191,1.8031656613151863,13.761927426554053,1284,21096.25,1308.125,d_lin,"[21096.25, 20912.5, 20912.5]","[1308.125, 1185.625, 1185.625]","[21096.25, 21280.0, 21280.0]","[1308.125, 1430.625, 1430.625]"
branch_1285,"PowerModels index: 1285
f_bus: bus_5102
t_bus: bus_5106
name: line_5102_to_5106_1_cp",bus_5102,bus_5106,0,1.0,110.0,2.762498820861546,7.715952759153762,51.48101573223092,1285,21089.6875,1146.25,d_lin,"[21089.6875, 21262.5, 21262.5]","[1146.25, 1365.0, 1365.0]","[21089.6875, 20916.875, 20916.875]","[1146.25, 927.5, 927.5]"
branch_1286,"PowerModels index: 1286
f_bus: bus_5103
t_bus: bus_5104
name: line_5103_to_5104_1_cp",bus_5103,bus_5104,0,1.0,110.0,5.657152101128703,5.402866895310827,31.0888841434205,1286,21168.4375,1264.375,d_lin,"[21168.4375, 21288.75, 21288.75]","[1264.375, 1430.625, 1430.625]","[21168.4375, 21048.125, 21048.125]","[1264.375, 1098.125, 1098.125]"
branch_1287,"PowerModels index: 1287
f_bus: bus_5104
t_bus: bus_5106
name: line_5104_to_5106_1_cp",bus_5104,bus_5106,0,1.0,110.0,8.710589692205026,7.400761707701206,38.80243094026473,1287,20991.25,1012.8125,d_lin,"[20991.25, 21056.875, 21056.875]","[1012.8125, 1098.125, 1098.125]","[20991.25, 20925.625, 20925.625]","[1012.8125, 927.5, 927.5]"
branch_1288,"PowerModels index: 1288
f_bus: bus_5106
t_bus: bus_5136
name: line_5106_to_5136_1_cp",bus_5106,bus_5136,0,1.0,110.0,4.212097632660169,6.154115384110682,43.34781871132615,1288,20783.4375,735.0,d_lin,"[20783.4375, 20934.375, 20934.375]","[735.0, 927.5, 927.5]","[20783.4375, 20632.5, 20632.5]","[735.0, 542.5, 542.5]"
branch_1289,"PowerModels index: 1289
f_bus: bus_5109
t_bus: bus_5136
name: line_5109_to_5136_1_cp",bus_5109,bus_5136,0,1.0,110.0,0.39562599448724445,1.758644160523331,12.0557734827619,1289,20580.0,402.5,d_lin,"[20580.0, 20510.0, 20510.0]","[402.5, 262.5, 262.5]","[20580.0, 20650.0, 20650.0]","[402.5, 542.5, 542.5]"
branch_129,"PowerModels index: 129
f_bus: bus_1168
t_bus: bus_1317
name: line_1168_to_1317_1_cp",bus_1168,bus_1317,0,1.0,132.0,4.927338374283547,22.160517755037528,175.8215319676561,129,21518.4375,20090.0,d_lin,"[21518.4375, 21665.0, 21665.0]","[20090.0, 20098.75, 20098.75]","[21518.4375, 21371.875, 21371.875]","[20090.0, 20081.25, 20081.25]"
branch_1290,"PowerModels index: 1290
f_bus: bus_5087
t_bus: bus_5223
name: line_5112_to_5223_1_cp",bus_5087,bus_5223,0,1.0,110.0,16.660714339537925,33.8124453536583,195.63696214114873,1290,23093.4375,1806.875,d_lin,"[23093.4375, 22780.625, 22780.625]","[1806.875, 1448.125, 1448.125]","[23093.4375, 23406.25, 23406.25]","[1806.875, 2165.625, 2165.625]"
branch_1291,"PowerModels index: 1291
f_bus: bus_5113
t_bus: bus_5119
name: line_5113_to_5119_1_cp",bus_5113,bus_5119,0,1.0,110.0,0.2646725196645458,1.2980712547861302,52.11320003816347,1291,21945.0,4488.75,d_lin,"[21945.0, 21406.875, 21406.875]","[4488.75, 4453.75, 4453.75]","[21945.0, 22483.125, 22483.125]","[4488.75, 4523.75, 4523.75]"
branch_1293,"PowerModels index: 1293
f_bus: bus_5114
t_bus: bus_5118
name: line_5114_to_5118_6_cp",bus_5114,bus_5118,0,1.0,110.0,0.565509472065386,2.2299080270142064,20.260553130310427,1293,22575.0,3795.3125,d_lin,"[22575.0, 22496.25, 22496.25]","[3795.3125, 3688.125, 3688.125]","[22575.0, 22653.75, 22653.75]","[3795.3125, 3902.5, 3902.5]"
branch_1295,"PowerModels index: 1295
f_bus: bus_5116
t_bus: bus_5118
name: line_5116_to_5118_3_cp",bus_5116,bus_5118,0,1.0,110.0,4.646357148206888,18.933724401838727,157.7870552123273,1295,22841.875,3535.0,d_lin,"[22841.875, 23003.75, 23003.75]","[3535.0, 3167.5, 3167.5]","[22841.875, 22680.0, 22680.0]","[3535.0, 3902.5, 3902.5]"
branch_1298,"PowerModels index: 1298
f_bus: bus_5118
t_bus: bus_5119
name: line_5118_to_5119_4_cp",bus_5118,bus_5119,0,1.0,110.0,2.636956636658699,7.475967060664574,204.00142119257612,1298,22577.1875,4213.125,d_lin,"[22577.1875, 22653.75, 22653.75]","[4213.125, 3902.5, 3902.5]","[22577.1875, 22500.625, 22500.625]","[4213.125, 4523.75, 4523.75]"
branch_1299,"PowerModels index: 1299
f_bus: bus_5118
t_bus: bus_5121
name: line_5118_to_5121_1_cp",bus_5118,bus_5121,0,1.0,110.0,18.086027533451958,29.38340779708987,162.01095099026367,1299,22708.4375,3738.4375,d_lin,"[22708.4375, 22671.25, 22671.25]","[3738.4375, 3902.5, 3902.5]","[22708.4375, 22745.625, 22745.625]","[3738.4375, 3574.375, 3574.375]"
branch_13,"PowerModels index: 13
f_bus: bus_1091
t_bus: bus_1150
name: line_1091_to_1150_1_cp",bus_1091,bus_1150,0,1.0,330.0,3.396158168095385,33.24004008767763,418.979814849842,13,20870.9375,31948.4375,d_lin,"[20870.9375, 21122.5, 21122.5]","[31948.4375, 32370.625, 32370.625]","[20870.9375, 20619.375, 20619.375]","[31948.4375, 31526.25, 31526.25]"
branch_130,"PowerModels index: 130
f_bus: bus_1168
t_bus: bus_1497
name: line_1168_to_1497_1_cp",bus_1168,bus_1497,0,1.0,132.0,3.0920682834210815,14.400705822571206,111.03023308111388,130,21673.75,20337.1875,d_lin,"[21673.75, 21656.25, 21656.25]","[20337.1875, 20098.75, 20098.75]","[21673.75, 21691.25, 21691.25]","[20337.1875, 20575.625, 20575.625]"
branch_1301,"PowerModels index: 1301
f_bus: bus_5119
t_bus: bus_5123
name: line_5119_to_5123_2_cp",bus_5119,bus_5123,0,1.0,110.0,0.3118255272253597,1.569868588059985,50.800392795400235,1301,22962.1875,4440.625,d_lin,"[22962.1875, 22509.375, 22509.375]","[4440.625, 4523.75, 4523.75]","[22962.1875, 23415.0, 23415.0]","[4440.625, 4357.5, 4357.5]"
branch_1302,"PowerModels index: 1302
f_bus: bus_5121
t_bus: bus_5130
name: line_5121_to_5130_1_cp",bus_5121,bus_5130,0,1.0,110.0,12.98525087394508,19.778069457330698,120.78154390130163,1302,22767.5,3449.6875,d_lin,"[22767.5, 22763.125, 22763.125]","[3449.6875, 3574.375, 3574.375]","[22767.5, 22771.875, 22771.875]","[3449.6875, 3325.0, 3325.0]"
branch_1304,"PowerModels index: 1304
f_bus: bus_5122
t_bus: bus_5113
name: line_5122_to_5129_1_cp",bus_5122,bus_5113,0,1.0,110.0,0.19251753914649777,1.7796786625935306,363.04506955837695,1304,20717.8125,4344.375,d_lin,"[20717.8125, 20011.25, 20011.25]","[4344.375, 4235.0, 4235.0]","[20717.8125, 21424.375, 21424.375]","[4344.375, 4453.75, 4453.75]"
branch_1305,"PowerModels index: 1305
f_bus: bus_5139
t_bus: bus_5143
name: line_5139_to_5143_1_cp",bus_5139,bus_5143,0,1.0,220.0,1.7466801618107437,13.16545527044902,108.63019614872502,1305,22218.4375,4558.75,d_lin,"[22218.4375, 22220.625, 22220.625]","[4558.75, 4445.0, 4445.0]","[22218.4375, 22216.25, 22216.25]","[4558.75, 4672.5, 4672.5]"
branch_1306,"PowerModels index: 1306
f_bus: bus_5140
t_bus: bus_5143
name: line_5140_to_5143_2_cp",bus_5140,bus_5143,0,1.0,220.0,1.7836134800944536,13.20925283965321,112.09194203294444,1306,22135.3125,4560.9375,d_lin,"[22135.3125, 22063.125, 22063.125]","[4560.9375, 4449.375, 4449.375]","[22135.3125, 22207.5, 22207.5]","[4560.9375, 4672.5, 4672.5]"
branch_1307,"PowerModels index: 1307
f_bus: bus_5141
t_bus: bus_5143
name: line_5141_to_5143_1_cp",bus_5141,bus_5143,0,1.0,220.0,0.8329132365665756,6.574345282008247,52.400817626227074,1307,22327.8125,4569.6875,d_lin,"[22327.8125, 22430.625, 22430.625]","[4569.6875, 4466.875, 4466.875]","[22327.8125, 22225.0, 22225.0]","[4569.6875, 4672.5, 4672.5]"
branch_131,"PowerModels index: 131
f_bus: bus_1169
t_bus: bus_1221
name: line_1169_to_1221_1_cp",bus_1169,bus_1221,0,1.0,132.0,0.12122536540823216,1.007009917657176,937.7667844534493,131,23275.0,27111.875,d_lin,"[23275.0, 23323.125, 23323.125]","[27111.875, 26945.625, 26945.625]","[23275.0, 23226.875, 23226.875]","[27111.875, 27278.125, 27278.125]"
branch_1310,"PowerModels index: 1310
f_bus: bus_5143
t_bus: bus_5149
name: line_5143_to_5149_2_cp",bus_5143,bus_5149,0,1.0,220.0,2.0218746292044685,16.340703497290423,494.0012114898926,1310,22513.75,4928.4375,d_lin,"[22513.75, 22198.75, 22198.75]","[4928.4375, 4672.5, 4672.5]","[22513.75, 22828.75, 22828.75]","[4928.4375, 5184.375, 5184.375]"
branch_1311,"PowerModels index: 1311
f_bus: bus_5144
t_bus: bus_5149
name: line_5144_to_5149_1_cp",bus_5144,bus_5149,0,1.0,220.0,3.307426537668427,18.766293114259227,123.36363775543532,1311,23010.3125,5101.25,d_lin,"[23010.3125, 23139.375, 23139.375]","[5101.25, 5018.125, 5018.125]","[23010.3125, 22881.25, 22881.25]","[5101.25, 5184.375, 5184.375]"
branch_1313,"PowerModels index: 1313
f_bus: bus_5147
t_bus: bus_5149
name: line_5147_to_5149_1_cp",bus_5147,bus_5149,0,1.0,220.0,1.8573797171095776,9.321303465578733,71.90309109179734,1313,22662.5,5151.5625,d_lin,"[22662.5, 22513.75, 22513.75]","[5151.5625, 5118.75, 5118.75]","[22662.5, 22811.25, 22811.25]","[5151.5625, 5184.375, 5184.375]"
branch_1315,"PowerModels index: 1315
f_bus: bus_5149
t_bus: bus_5150
name: line_5149_to_5153_1_cp",bus_5149,bus_5150,0,1.0,220.0,1.9565398757559154,13.788894031964366,374.4013899689146,1315,22292.8125,5514.6875,d_lin,"[22292.8125, 22802.5, 22802.5]","[5514.6875, 5184.375, 5184.375]","[22292.8125, 21783.125, 21783.125]","[5514.6875, 5845.0, 5845.0]"
branch_1317,"PowerModels index: 1317
f_bus: bus_5149
t_bus: bus_5169
name: line_5149_to_5169_1_cp",bus_5149,bus_5169,0,1.0,220.0,7.230361040308771,34.078177018869084,219.27226887676446,1317,22610.0,4836.5625,d_lin,"[22610.0, 22837.5, 22837.5]","[4836.5625, 5184.375, 5184.375]","[22610.0, 22382.5, 22382.5]","[4836.5625, 4488.75, 4488.75]"
branch_1319,"PowerModels index: 1319
f_bus: bus_5150
t_bus: bus_5170
name: line_5153_to_5170_2_cp",bus_5150,bus_5170,0,1.0,220.0,2.2858663575069125,10.19332801314699,291.9066250834631,1319,22036.875,5497.1875,d_lin,"[22036.875, 21774.375, 21774.375]","[5497.1875, 5845.0, 5845.0]","[22036.875, 22299.375, 22299.375]","[5497.1875, 5149.375, 5149.375]"
branch_132,"PowerModels index: 132
f_bus: bus_1169
t_bus: bus_1163
name: line_1169_to_1316_1_cp",bus_1169,bus_1163,0,1.0,132.0,0.02329214220239223,0.2069987831146821,3067.283175961763,132,23546.25,26908.4375,d_lin,"[23546.25, 23358.125, 23358.125]","[26908.4375, 26945.625, 26945.625]","[23546.25, 23734.375, 23734.375]","[26908.4375, 26871.25, 26871.25]"
branch_1320,"PowerModels index: 1320
f_bus: bus_5155
t_bus: bus_5159
name: line_5155_to_5160_1_cp",bus_5155,bus_5159,0,1.0,220.0,2.0528302269776506,9.954247467319059,62.3572903827442,1320,20916.875,2690.625,d_lin,"[20916.875, 21363.125, 21363.125]","[2690.625, 2961.875, 2961.875]","[20916.875, 20470.625, 20470.625]","[2690.625, 2419.375, 2419.375]"
branch_1321,"PowerModels index: 1321
f_bus: bus_5155
t_bus: bus_5162
name: line_5155_to_5162_1_cp",bus_5155,bus_5162,0,1.0,220.0,7.962530936127193,33.026172571379384,234.0557424911138,1321,21350.0,2681.875,d_lin,"[21350.0, 21380.625, 21380.625]","[2681.875, 2961.875, 2961.875]","[21350.0, 21319.375, 21319.375]","[2681.875, 2401.875, 2401.875]"
branch_1322,"PowerModels index: 1322
f_bus: bus_5155
t_bus: bus_5168
name: line_5155_to_5168_1_cp",bus_5155,bus_5168,0,1.0,220.0,1.0907305214464484,6.786229122055976,186.77483182192645,1322,21682.5,3300.9375,d_lin,"[21682.5, 21319.375, 21319.375]","[3300.9375, 2961.875, 2961.875]","[21682.5, 22045.625, 22045.625]","[3300.9375, 3640.0, 3640.0]"
branch_1324,"PowerModels index: 1324
f_bus: bus_5159
t_bus: bus_5162
name: line_5160_to_5162_1_cp",bus_5159,bus_5162,0,1.0,220.0,5.356677972596589,25.168565860191507,176.9730065630072,1324,20903.75,2410.625,d_lin,"[20903.75, 20496.875, 20496.875]","[2410.625, 2419.375, 2419.375]","[20903.75, 21310.625, 21310.625]","[2410.625, 2401.875, 2401.875]"
branch_1325,"PowerModels index: 1325
f_bus: bus_5161
t_bus: bus_5162
name: line_5161_to_5162_1_cp",bus_5161,bus_5162,0,1.0,220.0,3.349055572297832,22.151707010366437,674.1977497259958,1325,21035.0,2264.0625,d_lin,"[21035.0, 20750.625, 20750.625]","[2264.0625, 2126.25, 2126.25]","[21035.0, 21319.375, 21319.375]","[2264.0625, 2401.875, 2401.875]"
branch_1327,"PowerModels index: 1327
f_bus: bus_5163
t_bus: bus_5168
name: line_5163_to_5168_1_cp",bus_5163,bus_5168,0,1.0,220.0,3.1549149431201697,19.60313777379061,590.6096651980477,1327,22211.875,3373.125,d_lin,"[22211.875, 22369.375, 22369.375]","[3373.125, 3106.25, 3106.25]","[22211.875, 22054.375, 22054.375]","[3373.125, 3640.0, 3640.0]"
branch_133,"PowerModels index: 133
f_bus: bus_1169
t_bus: bus_1528
name: line_1169_to_1528_2_cp",bus_1169,bus_1528,0,1.0,132.0,0.051772384995795735,0.4106291185163831,349.6727903877685,133,23191.875,26720.3125,d_lin,"[23191.875, 23331.875, 23331.875]","[26720.3125, 26945.625, 26945.625]","[23191.875, 23051.875, 23051.875]","[26720.3125, 26495.0, 26495.0]"
branch_1333,"PowerModels index: 1333
f_bus: bus_5168
t_bus: bus_5169
name: line_5168_to_5169_2_cp",bus_5168,bus_5169,0,1.0,220.0,1.1325289017313225,9.128320613282709,283.5763218554586,1333,22214.0625,4064.375,d_lin,"[22214.0625, 22036.875, 22036.875]","[4064.375, 3640.0, 3640.0]","[22214.0625, 22391.25, 22391.25]","[4064.375, 4488.75, 4488.75]"
branch_1334,"PowerModels index: 1334
f_bus: bus_5169
t_bus: bus_5170
name: line_5169_to_5170_1_cp",bus_5169,bus_5170,0,1.0,220.0,1.470332781019168,6.6506863179450875,201.1414850884827,1334,22340.9375,4819.0625,d_lin,"[22340.9375, 22373.75, 22373.75]","[4819.0625, 4488.75, 4488.75]","[22340.9375, 22308.125, 22308.125]","[4819.0625, 5149.375, 5149.375]"
branch_1336,"PowerModels index: 1336
f_bus: bus_5215
t_bus: bus_5220
name: line_5215_to_5220_2_cp",bus_5215,bus_5220,0,1.0,22.0,0.09301678272983607,0.13749880411079746,667.4187655396158,1336,20722.1875,4348.75,d_lin,"[20722.1875, 20908.125, 20908.125]","[4348.75, 4388.125, 4388.125]","[20722.1875, 20536.25, 20536.25]","[4348.75, 4309.375, 4309.375]"
branch_1338,"PowerModels index: 1338
f_bus: bus_1496
t_bus: bus_1195
name: line_1194_to_1496_1_pi_merged_with_line_1194_to_1195_1_pi",bus_1496,bus_1195,0,1.0,132.0,0.34999461653498587,12.540771330590003,0.0,1338,19726.875,33002.8125,d_lin,"[19726.875, 20120.625, 20120.625]","[33002.8125, 33468.75, 33468.75]","[19726.875, 19333.125, 19333.125]","[33002.8125, 32536.875, 32536.875]"
branch_134,"PowerModels index: 134
f_bus: bus_1169
t_bus: bus_1529
name: line_1169_to_1529_1_cp",bus_1169,bus_1529,0,1.0,132.0,0.05128284120194168,0.41001999716015036,349.67207313969334,134,23161.25,26744.375,d_lin,"[23161.25, 23323.125, 23323.125]","[26744.375, 26945.625, 26945.625]","[23161.25, 22999.375, 22999.375]","[26744.375, 26543.125, 26543.125]"
branch_1341,"PowerModels index: 1341
f_bus: bus_1287
t_bus: bus_1496
name: line_1287_to_1496_1_pi",bus_1287,bus_1496,0,1.0,132.0,0.4911634684711354,2.767336356268173,0.0,1341,20363.4375,33451.25,d_lin,"[20363.4375, 20597.5, 20597.5]","[33451.25, 33433.75, 33433.75]","[20363.4375, 20129.375, 20129.375]","[33451.25, 33468.75, 33468.75]"
branch_1342,"PowerModels index: 1342
f_bus: bus_1357
t_bus: bus_1597
name: line_1357_to_1597_1_pi",bus_1357,bus_1597,0,1.0,66.0,0.7863413542160416,1.8632259221606342,0.0,1342,13050.625,37935.625,d_lin,"[13050.625, 13094.375, 13094.375]","[37935.625, 37926.875, 37926.875]","[13050.625, 13006.875, 13006.875]","[37935.625, 37944.375, 37944.375]"
branch_1343,"PowerModels index: 1343
f_bus: bus_1357
t_bus: bus_1651
name: line_1357_to_1651_1_pi",bus_1357,bus_1651,0,1.0,66.0,1.000205203066595,2.3268947971836953,0.0,1343,13009.0625,38016.5625,d_lin,"[13009.0625, 13103.125, 13103.125]","[38016.5625, 37926.875, 37926.875]","[13009.0625, 12915.0, 12915.0]","[38016.5625, 38106.25, 38106.25]"
branch_1346,"PowerModels index: 1346
f_bus: bus_1416
t_bus: bus_1182
name: line_1416_to_1417_1_pi_merged_with_line_1182_to_1417_1_cp",bus_1416,bus_1182,0,1.0,132.0,1.1989706493506174,5.3902835151899255,13.186804315762727,1346,24869.6875,35562.1875,d_lin,"[24869.6875, 25230.625, 25230.625]","[35562.1875, 35713.125, 35713.125]","[24869.6875, 24508.75, 24508.75]","[35562.1875, 35411.25, 35411.25]"
branch_1347,"PowerModels index: 1347
f_bus: bus_1498
t_bus: bus_1599
name: line_1498_to_1599_1_pi",bus_1498,bus_1599,0,1.0,66.0,0.49067749337925,1.2343458160537744,0.0,1347,12969.6875,37791.25,d_lin,"[12969.6875, 12928.125, 12928.125]","[37791.25, 37778.125, 37778.125]","[12969.6875, 13011.25, 13011.25]","[37791.25, 37804.375, 37804.375]"
branch_1348,"PowerModels index: 1348
f_bus: bus_1498
t_bus: bus_1651
name: line_1498_to_1651_1_pi",bus_1498,bus_1651,0,1.0,66.0,2.134312824251584,5.71510551237391,0.0,1348,12899.6875,37942.1875,d_lin,"[12899.6875, 12919.375, 12919.375]","[37942.1875, 37778.125, 37778.125]","[12899.6875, 12880.0, 12880.0]","[37942.1875, 38106.25, 38106.25]"
branch_1349,"PowerModels index: 1349
f_bus: bus_1544
t_bus: bus_1602
name: line_1544_to_1603_1_pi",bus_1544,bus_1602,0,1.0,33.0,0.12849363401091357,0.5761434619669684,0.0,1349,24712.1875,34435.625,d_lin,"[24712.1875, 23883.125, 23883.125]","[34435.625, 34317.5, 34317.5]","[24712.1875, 25541.25, 25541.25]","[34435.625, 34553.75, 34553.75]"
branch_1350,"PowerModels index: 1350
f_bus: bus_1597
t_bus: bus_1600
name: line_1597_to_1600_1_pi",bus_1597,bus_1600,0,1.0,66.0,0.8819116362056713,2.072697685120669,0.0,1350,12987.1875,37990.3125,d_lin,"[12987.1875, 13006.875, 13006.875]","[37990.3125, 37944.375, 37944.375]","[12987.1875, 12967.5, 12967.5]","[37990.3125, 38036.25, 38036.25]"
branch_1351,"PowerModels index: 1351
f_bus: bus_1597
t_bus: bus_1651
name: line_1597_to_1651_1_pi",bus_1597,bus_1651,0,1.0,66.0,0.8142106767714817,1.8322579810021218,0.0,1351,12947.8125,38025.3125,d_lin,"[12947.8125, 12998.125, 12998.125]","[38025.3125, 37944.375, 37944.375]","[12947.8125, 12897.5, 12897.5]","[38025.3125, 38106.25, 38106.25]"
branch_1352,"PowerModels index: 1352
f_bus: bus_1599
t_bus: bus_1651
name: line_1599_to_1651_1_pi",bus_1599,bus_1651,0,1.0,66.0,1.8859283819954087,4.641267559756631,0.0,1352,12945.625,37955.3125,d_lin,"[12945.625, 13002.5, 13002.5]","[37955.3125, 37804.375, 37804.375]","[12945.625, 12888.75, 12888.75]","[37955.3125, 38106.25, 38106.25]"
branch_1353,"PowerModels index: 1353
f_bus: bus_1600
t_bus: bus_1651
name: line_1600_to_1651_1_pi",bus_1600,bus_1651,0,1.0,66.0,3.7325935673046775,5.465651626349042,0.0,1353,12928.125,38071.25,d_lin,"[12928.125, 12950.0, 12950.0]","[38071.25, 38036.25, 38036.25]","[12928.125, 12906.25, 12906.25]","[38071.25, 38106.25, 38106.25]"
branch_1354,"PowerModels index: 1354
f_bus: bus_2017
t_bus: bus_2129
name: line_2017_to_2353_2_pi",bus_2017,bus_2129,0,1.0,220.0,2.3635083539645048,128.68776570129023,0.0,1354,18390.3125,14240.625,d_lin,"[18390.3125, 18265.625, 18265.625]","[14240.625, 14004.375, 14004.375]","[18390.3125, 18515.0, 18515.0]","[14240.625, 14476.875, 14476.875]"
branch_1355,"PowerModels index: 1355
f_bus: bus_2039
t_bus: bus_2145
name: line_2039_to_2354_2_pi_merged_with_line_2145_to_2354_1_pi",bus_2039,bus_2145,0,1.0,220.0,2.4632269247517766,143.6685852473117,0.0,1355,19171.25,13809.6875,d_lin,"[19171.25, 19127.5, 19127.5]","[13809.6875, 13457.5, 13457.5]","[19171.25, 19215.0, 19215.0]","[13809.6875, 14161.875, 14161.875]"
branch_1356,"PowerModels index: 1356
f_bus: bus_2104
t_bus: bus_2111
name: line_2110_to_2112_2_pi_merged_with_line_2110_to_2159_1_cp",bus_2104,bus_2111,0,1.0,220.0,1.5415120316628843,7.397221800902509,19.77921354051612,1356,19971.875,11276.5625,d_lin,"[19971.875, 19801.25, 19801.25]","[11276.5625, 11296.25, 11296.25]","[19971.875, 20142.5, 20142.5]","[11276.5625, 11256.875, 11256.875]"
branch_136,"PowerModels index: 136
f_bus: bus_1172
t_bus: bus_1247
name: line_1172_to_1247_1_cp",bus_1172,bus_1247,0,1.0,132.0,1.215049342357608,7.565554778454688,55.18336060069519,136,22833.125,19827.5,d_lin,"[22833.125, 22942.5, 22942.5]","[19827.5, 19985.0, 19985.0]","[22833.125, 22723.75, 22723.75]","[19827.5, 19670.0, 19670.0]"
branch_1361,"PowerModels index: 1361
f_bus: bus_2276
t_bus: bus_2287
name: line_2276_to_2288_1_pi",bus_2276,bus_2287,0,1.0,66.0,0.4000246600762203,1.733352210267847,0.0,1361,21684.6875,14927.5,d_lin,"[21684.6875, 21538.125, 21538.125]","[14927.5, 15054.375, 15054.375]","[21684.6875, 21831.25, 21831.25]","[14927.5, 14800.625, 14800.625]"
branch_1362,"PowerModels index: 1362
f_bus: bus_2303
t_bus: bus_2304
name: line_2303_to_2304_2_pi",bus_2303,bus_2304,0,1.0,22.0,0.008333743200669073,0.8017578875582864,0.0,1362,16060.625,16653.4375,d_lin,"[16060.625, 16021.25, 16021.25]","[16653.4375, 16568.125, 16568.125]","[16060.625, 16100.0, 16100.0]","[16653.4375, 16738.75, 16738.75]"
branch_137,"PowerModels index: 137
f_bus: bus_1172
t_bus: bus_1249
name: line_1172_to_1249_1_cp",bus_1172,bus_1249,0,1.0,132.0,0.7138206706716744,4.617659655978121,33.76345874000205,137,22774.0625,20081.25,d_lin,"[22774.0625, 22933.75, 22933.75]","[20081.25, 19985.0, 19985.0]","[22774.0625, 22614.375, 22614.375]","[20081.25, 20177.5, 20177.5]"
branch_1374,"PowerModels index: 1374
f_bus: bus_4123
t_bus: bus_4238
name: line_4123_to_4239_1_pi",bus_4123,bus_4238,0,1.0,66.0,0.8484714039694154,2.6827188027184716,0.0,1374,8192.1875,17451.875,d_lin,"[8192.1875, 8203.125, 8203.125]","[17451.875, 16633.75, 16633.75]","[8192.1875, 8181.25, 8181.25]","[17451.875, 18270.0, 18270.0]"
branch_1377,"PowerModels index: 1377
f_bus: bus_4364
t_bus: bus_4365
name: line_4364_to_4365_1_pi",bus_4364,bus_4365,0,1.0,33.0,0.7264339193579538,2.03979748181894,0.0,1377,5694.0625,23642.5,d_lin,"[5694.0625, 5827.5, 5827.5]","[23642.5, 23572.5, 23572.5]","[5694.0625, 5560.625, 5560.625]","[23642.5, 23712.5, 23712.5]"
branch_1378,"PowerModels index: 1378
f_bus: bus_4112
t_bus: bus_4147
name: Dec10_line_4129_to_4147_1_dec",bus_4112,bus_4147,0,1.0,275.0,0.39779764999439626,4.0909276980000016,61.52628567887767,1378,9734.375,17747.1875,d_lin,"[9734.375, 9056.25, 9056.25]","[17747.1875, 17867.5, 17867.5]","[9734.375, 10412.5, 10412.5]","[17747.1875, 17626.875, 17626.875]"
branch_1379,"PowerModels index: 1379
f_bus: bus_4112
t_bus: bus_4148
name: Dec11_line_4129_to_4148_1_dec",bus_4112,bus_4148,0,1.0,275.0,0.12301069886840621,1.2912505238100005,194.9269964252246,1379,9314.375,17432.1875,d_lin,"[9314.375, 9047.5, 9047.5]","[17432.1875, 17867.5, 17867.5]","[9314.375, 9581.25, 9581.25]","[17432.1875, 16996.875, 16996.875]"
branch_138,"PowerModels index: 138
f_bus: bus_1177
t_bus: bus_1301
name: line_1177_to_1301_1_cp",bus_1177,bus_1301,0,1.0,132.0,3.669276152702433,15.882171297892672,117.63191298238581,138,20866.5625,25175.9375,d_lin,"[20866.5625, 20960.625, 20960.625]","[25175.9375, 25326.875, 25326.875]","[20866.5625, 20772.5, 20772.5]","[25175.9375, 25025.0, 25025.0]"
branch_1380,"PowerModels index: 1380
f_bus: bus_4135
t_bus: bus_4136
name: Dec12_line_4135_to_4136_1_dec",bus_4135,bus_4136,0,1.0,275.0,0.15786003413460084,1.4025329249100007,179.46073262767274,1380,9086.875,18775.3125,d_lin,"[9086.875, 9187.5, 9187.5]","[18775.3125, 18777.5, 18777.5]","[9086.875, 8986.25, 8986.25]","[18775.3125, 18773.125, 18773.125]"
branch_1381,"PowerModels index: 1381
f_bus: bus_4135
t_bus: bus_4137
name: Dec13_line_4135_to_4137_1_dec",bus_4135,bus_4137,0,1.0,275.0,0.7681272247698582,8.642645770200001,29.12297841786436,1381,9590.0,18786.25,d_lin,"[9590.0, 9187.5, 9187.5]","[18786.25, 18777.5, 18777.5]","[9590.0, 9992.5, 9992.5]","[18786.25, 18795.0, 18795.0]"
branch_1382,"PowerModels index: 1382
f_bus: bus_4123
t_bus: bus_4292
name: Dec14_line_4123_to_4292_1_dec",bus_4123,bus_4292,0,1.0,66.0,0.2120828055611938,1.5738770519999996,159.92328366369836,1382,8338.75,16189.6875,d_lin,"[8338.75, 8229.375, 8229.375]","[16189.6875, 16633.75, 16633.75]","[8338.75, 8448.125, 8448.125]","[16189.6875, 15745.625, 15745.625]"
