elm_loc_name,elm_desc,con_buslv,con_bushv,elm_outserv,elm_nntap,typ_strn,typ_utrn_l,typ_utrn_h,typ_r1pu,typ_x1pu,typ_dutap,typ_tap_side,typ_ntpmn,typ_ntpmx,msc_powermodels_index,grf_rCenterX,grf_rCenterY,grf_sSymNam,gco_1_rX,gco_1_rY,gco_2_rX,gco_2_rY
branch_1770,"PowerModels index: 1770
f_bus: bus_2120
t_bus: bus_2190
name: xf_2120_to_2190_3_2winding_transformer",bus_2120,bus_2190,0,0,100,220.0,330.0,0.00017289847209471843,0.009945807398087725,1.0e-7,1,0,0,1770,21008.75,17913.4375,d_lin,"[21008.75, 21000.0, 21000.0]","[17913.4375, 17128.125, 17128.125]","[21008.75, 21017.5, 21017.5]","[17913.4375, 18698.75, 18698.75]"
branch_1771,"PowerModels index: 1771
f_bus: bus_2121
t_bus: bus_2231
name: xf_2121_to_2231_1_2winding_transformer",bus_2231,bus_2121,0,0,100,66.0,220.0,0.001190125606516927,0.05015664780452301,1.0e-7,0,0,0,1771,21885.9375,11650.625,d_lin,"[21885.9375, 21905.625, 21905.625]","[11650.625, 11410.0, 11410.0]","[21885.9375, 21866.25, 21866.25]","[11650.625, 11891.25, 11891.25]"
branch_1774,"PowerModels index: 1774
f_bus: bus_2121
t_bus: bus_2232
name: xf_2121_to_2232_4_2winding_transformer",bus_2232,bus_2121,0,0,100,66.0,220.0,0.0013867181336651175,0.04914898361667385,1.0e-7,0,0,0,1774,21855.3125,11650.625,d_lin,"[21855.3125, 21853.125, 21853.125]","[11650.625, 11410.0, 11410.0]","[21855.3125, 21857.5, 21857.5]","[11650.625, 11891.25, 11891.25]"
branch_1775,"PowerModels index: 1775
f_bus: bus_2122
t_bus: bus_2015
name: xf_2122_to_2015_1_2winding_transformer",bus_2015,bus_2122,0,0,100,11.0,220.0,0.005714599114229742,0.1486536815736412,1.0e-7,0,0,0,1775,21490.0,14770.0,d_lin,"[21490.0, 21542.5, 21542.5]","[14770.0, 14651.875, 14651.875]","[21490.0, 21437.5, 21437.5]","[14770.0, 14888.125, 14888.125]"
branch_1776,"PowerModels index: 1776
f_bus: bus_2122
t_bus: bus_2016
name: xf_2122_to_2016_2_2winding_transformer",bus_2016,bus_2122,0,0,100,11.0,220.0,0.006200636830019604,0.14209276891922717,1.0e-7,0,0,0,1776,21459.375,14730.625,d_lin,"[21459.375, 21490.0, 21490.0]","[14730.625, 14573.125, 14573.125]","[21459.375, 21428.75, 21428.75]","[14730.625, 14888.125, 14888.125]"
branch_1778,"PowerModels index: 1778
f_bus: bus_2111
t_bus: bus_2233
name: xf_2123_to_2233_3_2winding_transformer",bus_2233,bus_2111,0,0,100,66.0,220.0,0.0008058952829799217,0.033133914478939056,1.0e-7,0,0,0,1778,20313.125,11097.1875,d_lin,"[20313.125, 20457.5, 20457.5]","[11097.1875, 10937.5, 10937.5]","[20313.125, 20168.75, 20168.75]","[11097.1875, 11256.875, 11256.875]"
branch_1779,"PowerModels index: 1779
f_bus: bus_2125
t_bus: bus_2337
name: xf_2125_to_2337_1_2winding_transformer",bus_2337,bus_2125,0,0,100,11.0,220.0,0.008610862759759488,0.19739944594832326,1.0e-7,0,0,0,1779,20030.9375,15187.8125,d_lin,"[20030.9375, 20037.5, 20037.5]","[15187.8125, 15028.125, 15028.125]","[20030.9375, 20024.375, 20024.375]","[15187.8125, 15347.5, 15347.5]"
branch_1780,"PowerModels index: 1780
f_bus: bus_2126
t_bus: bus_2234
name: xf_2126_to_2234_1_2winding_transformer",bus_2234,bus_2126,0,0,100,66.0,220.0,0.002783464082145896,0.12647641252618114,1.0e-7,0,-999999999,999999999,1780,21010.9375,16557.1875,d_lin,"[21010.9375, 21140.0, 21140.0]","[16557.1875, 16480.625, 16480.625]","[21010.9375, 20881.875, 20881.875]","[16557.1875, 16633.75, 16633.75]"
branch_1783,"PowerModels index: 1783
f_bus: bus_2128
t_bus: bus_2236
name: xf_2128_to_2236_2_2winding_transformer",bus_2236,bus_2128,0,0,100,66.0,220.0,0.000999342563762421,0.0515011831171795,1.0e-7,0,0,0,1783,19241.25,12306.875,d_lin,"[19241.25, 19206.25, 19206.25]","[12306.875, 11956.875, 11956.875]","[19241.25, 19276.25, 19276.25]","[12306.875, 12656.875, 12656.875]"
branch_1785,"PowerModels index: 1785
f_bus: bus_2128
t_bus: bus_2237
name: xf_2128_to_2237_4_2winding_transformer",bus_2237,bus_2128,0,0,100,66.0,220.0,0.0016197963967997354,0.0551699030360717,1.0e-7,0,0,0,1785,19274.0625,12446.875,d_lin,"[19274.0625, 19263.125, 19263.125]","[12446.875, 12236.875, 12236.875]","[19274.0625, 19285.0, 19285.0]","[12446.875, 12656.875, 12656.875]"
branch_1787,"PowerModels index: 1787
f_bus: bus_2129
t_bus: bus_2239
name: xf_2129_to_2239_2_2winding_transformer",bus_2239,bus_2129,0,0,100,66.0,220.0,0.0016094838894473752,0.07914490230476819,1.0e-7,0,-999999999,999999999,1787,18383.75,14135.625,d_lin,"[18383.75, 18243.75, 18243.75]","[14135.625, 13794.375, 13794.375]","[18383.75, 18523.75, 18523.75]","[14135.625, 14476.875, 14476.875]"
branch_1790,"PowerModels index: 1790
f_bus: bus_2164
t_bus: bus_2241
name: xf_2130_to_2241_3_2winding_transformer",bus_2241,bus_2164,0,0,100,66.0,220.0,0.0011146358455624541,0.033806831166785095,1.0e-7,0,0,0,1790,22262.1875,12180.0,d_lin,"[22262.1875, 22618.75, 22618.75]","[12180.0, 11497.5, 11497.5]","[22262.1875, 21905.625, 21905.625]","[12180.0, 12862.5, 12862.5]"
branch_1799,"PowerModels index: 1799
f_bus: bus_2143
t_bus: bus_2033
name: xf_2142_to_2033_2_2winding_transformer",bus_2033,bus_2143,0,0,100,10.5,220.0,0.0048662291597499135,0.15793765675354923,1.0e-7,0,0,0,1799,23423.75,10758.125,d_lin,"[23423.75, 23537.5, 23537.5]","[10758.125, 10675.0, 10675.0]","[23423.75, 23310.0, 23310.0]","[10758.125, 10841.25, 10841.25]"
branch_1801,"PowerModels index: 1801
f_bus: bus_2143
t_bus: bus_2035
name: xf_2142_to_2035_4_2winding_transformer",bus_2035,bus_2143,0,0,100,10.5,220.0,0.004878680756261412,0.1504405234556102,1.0e-7,0,0,0,1801,23436.875,10793.125,d_lin,"[23436.875, 23555.0, 23555.0]","[10793.125, 10745.0, 10745.0]","[23436.875, 23318.75, 23318.75]","[10793.125, 10841.25, 10841.25]"
branch_1802,"PowerModels index: 1802
f_bus: bus_2143
t_bus: bus_2036
name: xf_2143_to_2036_1_2winding_transformer",bus_2036,bus_2143,0,0,100,10.5,220.0,0.0034754325328039265,0.12378694421874112,1.0e-7,0,0,0,1802,23349.375,10646.5625,d_lin,"[23349.375, 23406.25, 23406.25]","[10646.5625, 10451.875, 10451.875]","[23349.375, 23292.5, 23292.5]","[10646.5625, 10841.25, 10841.25]"
branch_1803,"PowerModels index: 1803
f_bus: bus_2143
t_bus: bus_2037
name: xf_2143_to_2037_2_2winding_transformer",bus_2037,bus_2143,0,0,100,10.5,220.0,0.0035279477525519466,0.12478908770018413,1.0e-7,0,0,0,1803,23318.75,10618.125,d_lin,"[23318.75, 23362.5, 23362.5]","[10618.125, 10395.0, 10395.0]","[23318.75, 23275.0, 23275.0]","[10618.125, 10841.25, 10841.25]"
branch_1804,"PowerModels index: 1804
f_bus: bus_2143
t_bus: bus_2038
name: xf_2143_to_2038_3_2winding_transformer",bus_2038,bus_2143,0,0,100,10.5,220.0,0.0036826583237287848,0.12453436962876618,1.0e-7,0,0,0,1804,23290.3125,10622.5,d_lin,"[23290.3125, 23314.375, 23314.375]","[10622.5, 10403.75, 10403.75]","[23290.3125, 23266.25, 23266.25]","[10622.5, 10841.25, 10841.25]"
branch_1805,"PowerModels index: 1805
f_bus: bus_2146
t_bus: bus_2248
name: xf_2146_to_2248_4_2winding_transformer",bus_2248,bus_2146,0,0,100,66.0,220.0,0.0009574032772238247,0.051388780241955936,1.0e-7,0,-999999999,999999999,1805,19873.4375,12258.75,d_lin,"[19873.4375, 19897.5, 19897.5]","[12258.75, 12075.0, 12075.0]","[19873.4375, 19849.375, 19849.375]","[12258.75, 12442.5, 12442.5]"
branch_1807,"PowerModels index: 1807
f_bus: bus_2146
t_bus: bus_2249
name: xf_2146_to_2249_6_2winding_transformer",bus_2249,bus_2146,0,0,100,66.0,220.0,0.0014629202734388052,0.05267432035744284,1.0e-7,0,-999999999,999999999,1807,19849.375,12232.5,d_lin,"[19849.375, 19858.125, 19858.125]","[12232.5, 12022.5, 12022.5]","[19849.375, 19840.625, 19840.625]","[12232.5, 12442.5, 12442.5]"
branch_1810,"PowerModels index: 1810
f_bus: bus_2107
t_bus: bus_2251
name: xf_2148_to_2251_1_2winding_transformer",bus_2251,bus_2107,0,0,100,66.0,220.0,0.009445729798195737,0.2500081503188632,1.0e-7,0,-999999999,999999999,1810,21896.875,16191.875,d_lin,"[21896.875, 21848.75, 21848.75]","[16191.875, 16331.875, 16331.875]","[21896.875, 21945.0, 21945.0]","[16191.875, 16051.875, 16051.875]"
branch_1812,"PowerModels index: 1812
f_bus: bus_2151
t_bus: bus_2343
name: xf_2151_to_2343_3_2winding_transformer",bus_2343,bus_2151,0,0,100,33.0,132.0,0.0008741517116565482,0.05661587854107553,1.0e-7,0,0,0,1812,16789.0625,13470.625,d_lin,"[16789.0625, 16695.0, 16695.0]","[13470.625, 13111.875, 13111.875]","[16789.0625, 16883.125, 16883.125]","[13470.625, 13829.375, 13829.375]"
branch_1813,"PowerModels index: 1813
f_bus: bus_2107
t_bus: bus_2060
name: xf_2153_to_2060_1_2winding_transformer",bus_2060,bus_2107,0,0,100,11.5,220.0,0.009685009192718499,0.2050069308193093,1.0e-7,0,-999999999,999999999,1813,22284.0625,15953.4375,d_lin,"[22284.0625, 22553.125, 22553.125]","[15953.4375, 15855.0, 15855.0]","[22284.0625, 22015.0, 22015.0]","[15953.4375, 16051.875, 16051.875]"
branch_1814,"PowerModels index: 1814
f_bus: bus_2107
t_bus: bus_2061
name: xf_2153_to_2061_2_2winding_transformer",bus_2061,bus_2107,0,0,100,11.5,220.0,0.010094518985468719,0.19511681144730425,1.0e-7,0,-999999999,999999999,1814,22255.625,15855.0,d_lin,"[22255.625, 22522.5, 22522.5]","[15855.0, 15658.125, 15658.125]","[22255.625, 21988.75, 21988.75]","[15855.0, 16051.875, 16051.875]"
branch_1815,"PowerModels index: 1815
f_bus: bus_2107
t_bus: bus_2062
name: xf_2153_to_2062_3_2winding_transformer",bus_2062,bus_2107,0,0,100,11.5,220.0,1.0000000183936208e-9,0.18357803103964923,1.0e-7,0,0,0,1815,22279.6875,15900.9375,d_lin,"[22279.6875, 22553.125, 22553.125]","[15900.9375, 15750.0, 15750.0]","[22279.6875, 22006.25, 22006.25]","[15900.9375, 16051.875, 16051.875]"
branch_1816,"PowerModels index: 1816
f_bus: bus_2143
t_bus: bus_2260
name: xf_2155_to_2261_1_2winding_transformer",bus_2260,bus_2143,0,0,100,66.0,220.0,0.0010893823955825219,0.05472902711142493,1.0e-7,0,0,0,1816,23530.9375,10605.0,d_lin,"[23530.9375, 23760.625, 23760.625]","[10605.0, 10368.75, 10368.75]","[23530.9375, 23301.25, 23301.25]","[10605.0, 10841.25, 10841.25]"
branch_1817,"PowerModels index: 1817
f_bus: bus_2262
t_bus: bus_2143
name: xf_2156_to_2262_2_2winding_transformer_merged_with_line_2144_to_2156_2_cp",bus_2262,bus_2143,0,0,100,66.0,220.0,0.0017455249904512174,0.10766166968737646,1.0e-7,1,0,0,1817,23388.75,10272.5,d_lin,"[23388.75, 23493.75, 23493.75]","[10272.5, 9703.75, 9703.75]","[23388.75, 23283.75, 23283.75]","[10272.5, 10841.25, 10841.25]"
branch_1819,"PowerModels index: 1819
f_bus: bus_2158
t_bus: bus_2264
name: xf_2158_to_2264_1_2winding_transformer",bus_2264,bus_2158,0,0,100,66.0,220.0,0.0006960614044156242,0.0400584236144958,1.0e-7,0,0,0,1819,22211.875,12129.6875,d_lin,"[22211.875, 22299.375, 22299.375]","[12129.6875, 11891.25, 11891.25]","[22211.875, 22124.375, 22124.375]","[12129.6875, 12368.125, 12368.125]"
branch_1821,"PowerModels index: 1821
f_bus: bus_2111
t_bus: bus_2073
name: xf_2159_to_2073_1_2winding_transformer",bus_2073,bus_2111,0,0,100,24.0,220.0,0.0004143190271424355,0.03834961395377933,1.0e-7,0,0,0,1821,20236.5625,10804.0625,d_lin,"[20236.5625, 20313.125, 20313.125]","[10804.0625, 10351.25, 10351.25]","[20236.5625, 20160.0, 20160.0]","[10804.0625, 11256.875, 11256.875]"
branch_1823,"PowerModels index: 1823
f_bus: bus_2162
t_bus: bus_2271
name: xf_2162_to_2271_4_2winding_transformer",bus_2271,bus_2162,0,0,100,66.0,220.0,0.005475431089939925,0.07938531218920303,1.0e-7,0,0,0,1823,18840.9375,15246.875,d_lin,"[18840.9375, 18834.375, 18834.375]","[15246.875, 15102.5, 15102.5]","[18840.9375, 18847.5, 18847.5]","[15246.875, 15391.25, 15391.25]"
branch_1825,"PowerModels index: 1825
f_bus: bus_2162
t_bus: bus_2315
name: xf_2162_to_2315_3_2winding_transformer",bus_2315,bus_2162,0,0,100,22.0,220.0,0.012891419997732512,0.36691106758934167,1.0e-7,0,0,0,1825,18810.3125,15205.3125,d_lin,"[18810.3125, 18781.875, 18781.875]","[15205.3125, 15019.375, 15019.375]","[18810.3125, 18838.75, 18838.75]","[15205.3125, 15391.25, 15391.25]"
branch_1829,"PowerModels index: 1829
f_bus: bus_2167
t_bus: bus_2197
name: xf_2167_to_2197_4_2winding_transformer",bus_2197,bus_2167,0,0,100,66.0,220.0,0.000721754750359763,0.0335071480855121,1.0e-7,0,0,0,1829,21658.4375,11156.25,d_lin,"[21658.4375, 21678.125, 21678.125]","[11156.25, 10933.125, 10933.125]","[21658.4375, 21638.75, 21638.75]","[11156.25, 11379.375, 11379.375]"
branch_1830,"PowerModels index: 1830
f_bus: bus_2167
t_bus: bus_2272
name: xf_2167_to_2272_1_2winding_transformer",bus_2272,bus_2167,0,0,100,66.0,220.0,0.0009476656765634855,0.03390913858198904,1.0e-7,0,0,0,1830,21689.0625,11143.125,d_lin,"[21689.0625, 21730.625, 21730.625]","[11143.125, 10906.875, 10906.875]","[21689.0625, 21647.5, 21647.5]","[11143.125, 11379.375, 11379.375]"
branch_1833,"PowerModels index: 1833
f_bus: bus_2167
t_bus: bus_2103
name: xf_2167_to_2316_7_2winding_transformer",bus_2103,bus_2167,0,0,100,22.0,220.0,0.002129912699530216,0.10140676315078626,1.0e-7,0,0,0,1833,21616.875,11149.6875,d_lin,"[21616.875, 21603.75, 21603.75]","[11149.6875, 10920.0, 10920.0]","[21616.875, 21630.0, 21630.0]","[11149.6875, 11379.375, 11379.375]"
branch_1835,"PowerModels index: 1835
f_bus: bus_2168
t_bus: bus_2273
name: xf_2168_to_2273_4_2winding_transformer",bus_2273,bus_2168,0,0,100,66.0,220.0,0.0012230058923062544,0.04755145076880196,1.0e-7,0,0,0,1835,21511.875,13076.875,d_lin,"[21511.875, 21503.125, 21503.125]","[13076.875, 12884.375, 12884.375]","[21511.875, 21520.625, 21520.625]","[13076.875, 13269.375, 13269.375]"
branch_1836,"PowerModels index: 1836
f_bus: bus_2168
t_bus: bus_2274
name: xf_2168_to_2274_1_2winding_transformer",bus_2274,bus_2168,0,0,100,66.0,220.0,0.0012636902287744072,0.047429606000818796,1.0e-7,0,0,0,1836,21546.875,13063.75,d_lin,"[21546.875, 21555.625, 21555.625]","[13063.75, 12858.125, 12858.125]","[21546.875, 21538.125, 21538.125]","[13063.75, 13269.375, 13269.375]"
branch_1838,"PowerModels index: 1838
f_bus: bus_2168
t_bus: bus_2320
name: xf_2168_to_2320_6_2winding_transformer",bus_2320,bus_2168,0,0,100,22.0,220.0,0.006801554082540621,0.3972517960470406,1.0e-7,0,-999999999,999999999,1838,21568.75,13090.0,d_lin,"[21568.75, 21590.625, 21590.625]","[13090.0, 12910.625, 12910.625]","[21568.75, 21546.875, 21546.875]","[13090.0, 13269.375, 13269.375]"
branch_1841,"PowerModels index: 1841
f_bus: bus_2169
t_bus: bus_2275
name: xf_2169_to_2275_2_2winding_transformer",bus_2275,bus_2169,0,0,100,66.0,220.0,0.0008550841245891353,0.03551190457344036,1.0e-7,0,-999999999,999999999,1841,20569.0625,16148.125,d_lin,"[20569.0625, 20580.0, 20580.0]","[16148.125, 15986.25, 15986.25]","[20569.0625, 20558.125, 20558.125]","[16148.125, 16310.0, 16310.0]"
branch_1843,"PowerModels index: 1843
f_bus: bus_2170
t_bus: bus_2276
name: xf_2170_to_2276_5_2winding_transformer",bus_2276,bus_2170,0,0,100,66.0,220.0,0.0012232234025726283,0.08773292513538658,1.0e-7,0,0,0,1843,21435.3125,15137.5,d_lin,"[21435.3125, 21529.375, 21529.375]","[15137.5, 15054.375, 15054.375]","[21435.3125, 21341.25, 21341.25]","[15137.5, 15220.625, 15220.625]"
branch_1844,"PowerModels index: 1844
f_bus: bus_2171
t_bus: bus_2276
name: xf_2171_to_2276_4_2winding_transformer",bus_2276,bus_2171,0,0,100,66.0,220.0,0.0013043833060393372,0.08429104425251481,1.0e-7,0,0,0,1844,21380.625,15071.875,d_lin,"[21380.625, 21520.625, 21520.625]","[15071.875, 15054.375, 15054.375]","[21380.625, 21240.625, 21240.625]","[15071.875, 15089.375, 15089.375]"
branch_1845,"PowerModels index: 1845
f_bus: bus_2164
t_bus: bus_2277
name: xf_2172_to_2277_1_2winding_transformer",bus_2277,bus_2164,0,0,100,66.0,220.0,0.001669527916102924,0.05160520980958013,1.0e-7,0,0,0,1845,22174.6875,12470.9375,d_lin,"[22174.6875, 22426.25, 22426.25]","[12470.9375, 12079.375, 12079.375]","[22174.6875, 21923.125, 21923.125]","[12470.9375, 12862.5, 12862.5]"
branch_1847,"PowerModels index: 1847
f_bus: bus_2164
t_bus: bus_2278
name: xf_2172_to_2278_3_2winding_transformer",bus_2278,bus_2164,0,0,100,66.0,220.0,0.0013113077141831237,0.052947302315857724,1.0e-7,0,0,0,1847,22152.8125,12425.0,d_lin,"[22152.8125, 22391.25, 22391.25]","[12425.0, 11987.5, 11987.5]","[22152.8125, 21914.375, 21914.375]","[12425.0, 12862.5, 12862.5]"
branch_1851,"PowerModels index: 1851
f_bus: bus_2140
t_bus: bus_2279
name: xf_2174_to_2279_3_2winding_transformer",bus_2279,bus_2140,0,0,100,66.0,220.0,0.0007302959883396824,0.03353147212823349,1.0e-7,0,0,0,1851,22277.5,10585.3125,d_lin,"[22277.5, 22303.75, 22303.75]","[10585.3125, 10653.125, 10653.125]","[22277.5, 22251.25, 22251.25]","[10585.3125, 10517.5, 10517.5]"
branch_1852,"PowerModels index: 1852
f_bus: bus_2176
t_bus: bus_2280
name: xf_2176_to_2280_1_2winding_transformer",bus_2280,bus_2176,0,0,100,66.0,220.0,0.0012891784707009736,0.05737232457132268,1.0e-7,0,-999999999,999999999,1852,18560.9375,12055.3125,d_lin,"[18560.9375, 18427.5, 18427.5]","[12055.3125, 11462.5, 11462.5]","[18560.9375, 18694.375, 18694.375]","[12055.3125, 12648.125, 12648.125]"
branch_1854,"PowerModels index: 1854
f_bus: bus_2177
t_bus: bus_2281
name: xf_2177_to_2281_1_2winding_transformer",bus_2281,bus_2177,0,0,100,66.0,220.0,0.0010934043725778979,0.052532156197537566,1.0e-7,0,-999999999,999999999,1854,18589.375,13149.0625,d_lin,"[18589.375, 18536.875, 18536.875]","[13149.0625, 12923.75, 12923.75]","[18589.375, 18641.875, 18641.875]","[13149.0625, 13374.375, 13374.375]"
branch_1857,"PowerModels index: 1857
f_bus: bus_2178
t_bus: bus_2284
name: xf_2178_to_2284_2_2winding_transformer",bus_2284,bus_2178,0,0,100,66.0,220.0,0.0015989470101791118,0.0505177889124082,1.0e-7,0,0,0,1857,21813.75,13488.125,d_lin,"[21813.75, 21879.375, 21879.375]","[13488.125, 13391.875, 13391.875]","[21813.75, 21748.125, 21748.125]","[13488.125, 13584.375, 13584.375]"
branch_1858,"PowerModels index: 1858
f_bus: bus_2178
t_bus: bus_2285
name: xf_2178_to_2285_3_2winding_transformer",bus_2285,bus_2178,0,0,100,66.0,220.0,0.0027336966437015798,0.09779432337128187,1.0e-7,0,0,0,1858,21794.0625,13431.25,d_lin,"[21794.0625, 21848.75, 21848.75]","[13431.25, 13278.125, 13278.125]","[21794.0625, 21739.375, 21739.375]","[13431.25, 13584.375, 13584.375]"
branch_1859,"PowerModels index: 1859
f_bus: bus_2179
t_bus: bus_2286
name: xf_2179_to_2286_1_2winding_transformer",bus_2286,bus_2179,0,0,100,66.0,220.0,0.007268319153568271,0.2221241849203892,1.0e-7,0,-999999999,999999999,1859,19009.375,14577.5,d_lin,"[19009.375, 18996.25, 18996.25]","[14577.5, 14415.625, 14415.625]","[19009.375, 19022.5, 19022.5]","[14577.5, 14739.375, 14739.375]"
branch_1860,"PowerModels index: 1860
f_bus: bus_2171
t_bus: bus_2289
name: xf_2180_to_2289_1_2winding_transformer",bus_2289,bus_2171,0,0,100,66.0,220.0,0.0016847322475065593,0.10099308176309914,1.0e-7,0,0,0,1860,21275.625,14625.625,d_lin,"[21275.625, 21328.125, 21328.125]","[14625.625, 14161.875, 14161.875]","[21275.625, 21223.125, 21223.125]","[14625.625, 15089.375, 15089.375]"
branch_1861,"PowerModels index: 1861
f_bus: bus_2171
t_bus: bus_2290
name: xf_2180_to_2290_4_2winding_transformer",bus_2290,bus_2171,0,0,100,66.0,220.0,0.0034661133812207917,0.10416660216897211,1.0e-7,0,0,0,1861,21271.25,14546.875,d_lin,"[21271.25, 21328.125, 21328.125]","[14546.875, 14004.375, 14004.375]","[21271.25, 21214.375, 21214.375]","[14546.875, 15089.375, 15089.375]"
branch_1862,"PowerModels index: 1862
f_bus: bus_2181
t_bus: bus_2290
name: xf_2181_to_2290_3_2winding_transformer",bus_2290,bus_2181,0,0,100,66.0,220.0,0.002285422012702715,0.10011277378485509,1.0e-7,0,0,0,1862,21319.375,13827.1875,d_lin,"[21319.375, 21336.875, 21336.875]","[13827.1875, 14004.375, 14004.375]","[21319.375, 21301.875, 21301.875]","[13827.1875, 13650.0, 13650.0]"
branch_1863,"PowerModels index: 1863
f_bus: bus_2170
t_bus: bus_2289
name: xf_2182_to_2289_2_2winding_transformer",bus_2289,bus_2170,0,0,100,66.0,220.0,0.002106921840326882,0.10595968205579911,1.0e-7,0,0,0,1863,21325.9375,14691.25,d_lin,"[21325.9375, 21336.875, 21336.875]","[14691.25, 14161.875, 14161.875]","[21325.9375, 21315.0, 21315.0]","[14691.25, 15220.625, 15220.625]"
branch_1864,"PowerModels index: 1864
f_bus: bus_2170
t_bus: bus_2290
name: xf_2182_to_2290_5_2winding_transformer",bus_2290,bus_2170,0,0,100,66.0,220.0,0.0024647945380041635,0.09567351254517394,1.0e-7,0,0,0,1864,21330.3125,14612.5,d_lin,"[21330.3125, 21336.875, 21336.875]","[14612.5, 14004.375, 14004.375]","[21330.3125, 21323.75, 21323.75]","[14612.5, 15220.625, 15220.625]"
branch_1865,"PowerModels index: 1865
f_bus: bus_2107
t_bus: bus_2091
name: xf_2183_to_2091_1_2winding_transformer",bus_2091,bus_2107,0,0,100,11.5,220.0,0.009713714689947039,0.19806825634533728,1.0e-7,0,-999999999,999999999,1865,21896.875,16005.9375,d_lin,"[21896.875, 21848.75, 21848.75]","[16005.9375, 15960.0, 15960.0]","[21896.875, 21945.0, 21945.0]","[16005.9375, 16051.875, 16051.875]"
branch_1868,"PowerModels index: 1868
f_bus: bus_2111
t_bus: bus_2291
name: xf_2184_to_2291_4_2winding_transformer",bus_2291,bus_2111,0,0,100,66.0,220.0,0.0009086105170810606,0.034439403179253994,1.0e-7,0,0,0,1868,20440.0,11453.75,d_lin,"[20440.0, 20720.0, 20720.0]","[11453.75, 11650.625, 11650.625]","[20440.0, 20160.0, 20160.0]","[11453.75, 11256.875, 11256.875]"
branch_1870,"PowerModels index: 1870
f_bus: bus_2111
t_bus: bus_2326
name: xf_2184_to_2326_5_2winding_transformer",bus_2326,bus_2111,0,0,100,22.0,220.0,0.0032498444767867477,0.14397862777686316,1.0e-7,0,0,0,1870,20453.125,11302.8125,d_lin,"[20453.125, 20737.5, 20737.5]","[11302.8125, 11348.75, 11348.75]","[20453.125, 20168.75, 20168.75]","[11302.8125, 11256.875, 11256.875]"
branch_1871,"PowerModels index: 1871
f_bus: bus_2111
t_bus: bus_2328
name: xf_2184_to_2328_6_2winding_transformer",bus_2328,bus_2111,0,0,100,22.0,220.0,0.003190146216286201,0.14409470885044118,1.0e-7,0,0,0,1871,20494.6875,11278.75,d_lin,"[20494.6875, 20811.875, 20811.875]","[11278.75, 11300.625, 11300.625]","[20494.6875, 20177.5, 20177.5]","[11278.75, 11256.875, 11256.875]"
branch_1872,"PowerModels index: 1872
f_bus: bus_2186
t_bus: bus_2093
name: xf_2186_to_2093_2_2winding_transformer",bus_2093,bus_2186,0,0,100,20.0,220.0,0.0006527834965356851,0.033523601469925446,1.0e-7,0,0,0,1872,21964.6875,11924.0625,d_lin,"[21964.6875, 22015.0, 22015.0]","[11924.0625, 11781.875, 11781.875]","[21964.6875, 21914.375, 21914.375]","[11924.0625, 12066.25, 12066.25]"
branch_1873,"PowerModels index: 1873
f_bus: bus_2186
t_bus: bus_2094
name: xf_2186_to_2094_3_2winding_transformer",bus_2094,bus_2186,0,0,100,20.0,220.0,0.0006021061918170435,0.032296122904649824,1.0e-7,0,0,0,1873,21958.125,11882.5,d_lin,"[21958.125, 22010.625, 22010.625]","[11882.5, 11698.75, 11698.75]","[21958.125, 21905.625, 21905.625]","[11882.5, 12066.25, 12066.25]"
branch_1874,"PowerModels index: 1874
f_bus: bus_2186
t_bus: bus_2095
name: xf_2186_to_2095_4_2winding_transformer",bus_2095,bus_2186,0,0,100,20.0,220.0,0.0006107403727097662,0.03159728748681664,1.0e-7,0,0,0,1874,21940.625,11845.3125,d_lin,"[21940.625, 21984.375, 21984.375]","[11845.3125, 11624.375, 11624.375]","[21940.625, 21896.875, 21896.875]","[11845.3125, 12066.25, 12066.25]"
branch_1875,"PowerModels index: 1875
f_bus: bus_2186
t_bus: bus_2335
name: xf_2186_to_2335_6_2winding_transformer",bus_2335,bus_2186,0,0,100,22.0,220.0,0.01713428645323435,0.43026831860555553,1.0e-7,0,0,0,1875,21918.75,11884.6875,d_lin,"[21918.75, 21949.375, 21949.375]","[11884.6875, 11703.125, 11703.125]","[21918.75, 21888.125, 21888.125]","[11884.6875, 12066.25, 12066.25]"
branch_1876,"PowerModels index: 1876
f_bus: bus_2186
t_bus: bus_2336
name: xf_2186_to_2336_7_2winding_transformer",bus_2336,bus_2186,0,0,100,22.0,220.0,0.017548831586039915,0.42783142991228257,1.0e-7,0,0,0,1876,21879.375,11854.0625,d_lin,"[21879.375, 21888.125, 21888.125]","[11854.0625, 11641.875, 11641.875]","[21879.375, 21870.625, 21870.625]","[11854.0625, 12066.25, 12066.25]"
branch_1877,"PowerModels index: 1877
f_bus: bus_2186
t_bus: bus_2352
name: xf_2186_to_2352_5_2winding_transformer",bus_2352,bus_2186,0,0,100,11.0,220.0,0.009302464537920285,0.21850134607112728,1.0e-7,0,0,0,1877,21907.8125,11832.1875,d_lin,"[21907.8125, 21936.25, 21936.25]","[11832.1875, 11598.125, 11598.125]","[21907.8125, 21879.375, 21879.375]","[11832.1875, 12066.25, 12066.25]"
