"Component  ","Description  ","Nominal voltage  ","Load Flow Voltage ","Load Flow Angle ","Load Flow Active Power ","Load Flow Reactive Power "
bus_1590,0.0,66000,66587.47912165072000,-13.98140463865956,-40998020.1621959,-12847746.295046
bus_1591,0.0,66000,68597.85212378748000,6.089028381070766,-37977607.83812062,-7856519.432982435
bus_1592,0.0,33000,34093.04518034299000,-14.81451941995178,-106645185.2017217,-10807601.35702695
bus_1593,0.0,132000,134966.5135910563000,9.233997502845527,-7077811.735373461,-6213034.7762391
bus_1594,0.0,66000,68965.36737521413000,8.335613097762915,1882069.20590084,-11076387.80554179
bus_1595,0.0,66000,67865.12372980589000,7.435916890431748,-5568511.38662919,-129723.592539411
bus_1596,0.0,66000,67430.33363124982000,7.22825709029067,-14947546.50877956,-273069.94068129
bus_1597,0.0,66000,66989.99611363668000,10.93893380169249,0,0
bus_1598,0.0,66000,68101.33892191982000,7.626234868211163,-8919720.71331111,-2728371.14710012
bus_1599,0.0,66000,66910.95285829547000,10.86542807824181,-1015957.22773056,-355317.011995241
bus_1600,0.0,66000,66750.45235416368000,10.68697729467902,-19468998.38688297,-3455943.64028736
bus_1601,0.0,66000,68800.96866581371000,8.17214121128923,-7449695.584312079,-3144533.55850857
bus_1602,0.0,33000,36335.1267144027000,5.345717254579542,0,0
bus_1603,0.0,33000,36335.10615422674000,5.345749583663762,-6488551.9266042,-4976431.510549729
bus_1604,0.0,132000,138752.1730327229000,-18.51449729451857,-20005432.42284376,-3196485.76191929
bus_1605,0.0,132000,133564.295265375000,-9.755606070789975,0,0
bus_1606,0.0,22000,22652.01107417587000,20.96864875685241,-34307981.7598438,-6892727.24683941
bus_1607,0.0,33000,31474.21059787053000,10.29780569634634,0,0
bus_1608,0.0,33000,31469.1315476124000,10.29856047467785,0,0
bus_1609,0.0,33000,31469.60785911432000,10.31186545996112,0,0
bus_1610,0.0,33000,34691.07226337522000,-21.03128498515741,-70082908.94028029,5051231.3274398
bus_1611,0.0,11000,11331.45385200718000,1.363034304310109,-6846033.02133642,-1185359.802347422
bus_1612,0.0,11000,11294.42927521437000,3.610925692708378,0,0
bus_1613,0.0,66000,66458.84603270298000,7.545775962451764,-22913041.498983,-1011646.005088091
bus_1614,0.0,33000,33208.01131246364000,10.32712524214749,-2003528.89301702,464535.215576785
bus_1615,0.0,33000,33189.73734668107000,10.29219490034425,-2356878.94482631,214284.343858715
bus_1616,0.0,66000,66564.12435820674000,10.28442367896564,0,0
bus_1617,0.0,66000,67616.32465342264000,10.70339065258721,0,0
bus_1618,0.0,11000,11572.96194072532000,10.04625231238241,-3704385.34856513,-2669658.65568258
bus_1619,0.0,11000,11679.18334922752000,10.70339065258719,0,0
bus_1620,0.0,66000,69008.6221826549000,12.46984939563466,-29306527.0345151,-5258572.01811485
bus_1621,0.0,132000,138868.1135722986000,-9.933757900580444,-103445124.9093471,-41512608.07489378
bus_1622,0.0,66000,66950.40257389000,4.084458765839569,-4857283.2834343,-1246282.88624436
bus_1623,0.0,66000,70351.76802698734000,2.229525871797688,-34719912.8092797,-2451901.4964825
bus_1624,0.0,11000,10971.58053968941000,-22.50043958215343,-36178657.55324917,-6922959.991360182
bus_1625,0.0,66000,67409.44865783547000,-10.10562911358669,-57729570.7898397,-14189142.89216674
bus_1626,0.0,66000,66045.25061373475000,-8.46530616993768,-24800324.72406043,-3537048.890416044
bus_1627,0.0,132000,135624.16506669000,-15.80904049131764,0,0
bus_1628,0.0,132000,133040.2515600468000,9.863351464875009,0,0
bus_1629,0.0,33000,34253.29402165136000,-4.644930240996764,-52211324.99656662,-7139697.763894359
bus_1630,0.0,132000,138845.9136987474000,-10.71338420442562,-30950897.4950253,-3041364.74914048
bus_1631,0.0,11000,11203.96418416825000,3.370911953244217,-7448584.65061114,-333228.652507067
bus_1632,0.0,11000,11393.6779123935000,5.78856985249424,0,0
bus_1633,0.0,66000,65943.37009868202000,5.770830651494195,-57150226.81753565,-11315912.31799596
bus_1634,0.0,33000,34266.59778329572000,-0.9740399852869756,0,0
bus_1635,0.0,33000,34325.77326276332000,-0.6346132068433998,0,0
bus_1636,0.0,11000,10989.04706736892000,-17.02590077482757,-12320100.2966166,-6120155.55141447
bus_1637,0.0,132000,138405.4491976161000,8.882324053026617,0,0
bus_1638,0.0,66000,69867.14344382921000,-11.1193452807128,-41439210.0594888,-2986836.385421123
bus_1639,0.0,33000,35200.32633785642000,-11.1442829811721,-26641586.48585211,-4588536.78522222
bus_1640,0.0,11000,10697.66545057347000,-26.94346146726324,-40238087.486087,-17053646.42715021
bus_1642,0.0,33000,34949.64123011666000,21.55538797031453,0,0
bus_1645,0.0,66000,69021.89068858088000,21.29451410060017,-14948907.11463764,-7065186.881819089
bus_1646,0.0,132000,137318.3131998948000,11.07610379950933,0,0
bus_1647,0.0,11000,11045.59433194051000,-20.93286116001839,-28386678.73960537,-7310728.80483535
bus_1648,0.0,66000,67944.33453527789000,5.373813335761616,-2282472.38744795,-586273.124143481
bus_1649,0.0,11000,11144.9587920806000,-15.60972994426417,-30019259.65257709,-4372414.90385612
bus_1650,0.0,33000,34934.67733508391000,17.90578922747738,-39109187.53935454,-4238537.671011731
bus_1651,0.0,66000,67267.94101659625000,11.27415027476888,-5718209.72677711,2363642.94204027
bus_1652,0.0,33000,34053.06982247881000,-16.0230238121609,-2645796.25959545,-2189486.09995823
bus_1653,0.0,11000,11343.26075301641000,-16.60858078508467,-19548632.11292792,-5100751.680207441
bus_1654,0.0,33000,33311.13072775545000,-19.14959557260752,0,0
bus_1655,0.0,33000,33314.52652776867000,-19.16116495606695,0,0
bus_1656,0.0,33000,33243.02415622548000,-19.45817671796368,0,0
bus_1657,0.0,33000,33232.62335383943000,-19.45868148489782,0,0
bus_1658,0.0,66000,68928.5362926865000,8.283211383537392,-17563236.1167267,-3544294.93793659
bus_2000,0.0,33000,33414.70331200956000,54.91160345397478,0,0
bus_2001,0.0,689.9999999999999000,720.365651102898000,31.356581448973,12400487.9432917,0
bus_2002,0.0,689.9999999999999000,704.1058522802093000,33.12636861827381,16563881.0222478,0
bus_2003,0.0,13800.0,13397.72999996998000,36.03303953283742,64583504.18747361,1024240.175804444
bus_2004,0.0,13800.0,13402.55999996979000,35.69922243360106,58695544.7667194,940324.8173054773
bus_2005,0.0,33000,33681.33985987257000,34.10973732345391,0,0
bus_2006,0.0,33000,33638.9428831287000,34.29126527990972,0,0
bus_2007,0.0,33000,33962.27999992372000,34.94767857052666,54673948.86340679,-4506848.822736063
bus_2008,0.0,33000,33996.92999992468000,35.39832767628959,62799762.1549113,-3875600.019145062
bus_2009,0.0,22000,21657.73233722687000,19.28179832852911,0,0
bus_2010,0.0,689.9999999999999000,734.3738999985624000,42.23155053451341,50990623.1932343,-2479794.192763883
bus_2011,0.0,689.9999999999999000,731.1791999987068000,45.30254358504396,112974040.279931,-3461860.358184703
bus_2012,0.0,11000,10748.42999997394000,29.33818903959212,12718660.3319786,3175953.931659758
bus_2013,0.0,11000,10500.90109734582000,24.70556882601381,0,0
bus_2014,0.0,15500.0,15105.67999996541000,34.43560842220889,165888879.9336279,1128358.526477168
bus_2015,0.0,11000,11108.67999997003000,29.53339315146343,51463473.97016579,-11040622.85724695
bus_2016,0.0,11000,11134.19999997003000,29.51966302887628,53788216.4716721,-10210020.97049119
bus_2017,0.0,220000,233307.7999993528000,27.46729089321114,0,5686334.712967852
bus_2018,0.0,17000,16529.43796579383000,22.94127794057608,0,0
bus_2019,0.0,17000,16529.43796579384000,22.94127794057609,0,0
bus_2020,0.0,17000,16486.20199266101000,23.80116148504987,0,0
bus_2021,0.0,17000,16319.31999996801000,28.0279895582302,115205464.4815197,-13880893.12337635
bus_2022,0.0,15000,14584.79832663647000,22.94127838120539,0,0
bus_2023,0.0,15000,14581.60637105236000,23.08003146222547,0,0
bus_2024,0.0,15000,14495.24999997167000,26.93965890278896,69668779.70619508,-5676454.260759245
bus_2025,0.0,15000,14584.79829561694000,22.94127828151616,0,0
bus_2026,0.0,15000,14584.79829561696000,22.94127828151615,0,0
bus_2027,0.0,15000,14581.26197006912000,23.21414013837256,0,0
bus_2028,0.0,15000,14586.29999997166000,26.93408212367382,65758505.52916069,531855.8806217568
bus_2029,0.0,15000,14574.57627695463000,23.17742710716335,0,0
bus_2030,0.0,15000,14454.14999997166000,26.89562001502277,69495736.00476344,-8798792.477671407
bus_2031,0.0,15000,14584.79832663648000,22.94127838120539,0,0
bus_2032,0.0,10500.0,9700.770849753763000,35.94052528346685,0,0
bus_2033,0.0,10500.0,9771.929999979545000,40.4866395761364,43285202.27,4372550.721627168
bus_2034,0.0,10500.0,9700.770849753763000,35.94052528346685,0,0
bus_2035,0.0,10500.0,9700.31718271462000,35.9362875367022,-43300.1450244337,-43695.3038081992
bus_2036,0.0,10500.0,10052.48999998039000,43.01146496291546,71312496.08045394,1930489.398447682
bus_2037,0.0,10500.0,9849.314999980587000,43.28991449311817,72384141.79958735,-12424381.29166839
bus_2038,0.0,10500.0,9950.114999980467000,43.1215714566309,71338364.99605982,-5523418.49226274
bus_2039,0.0,220000,239214.7999992315000,17.23265105683948,0,11427401.33236341
bus_2040,0.0,15750.00,15576.43499995876000,31.81588101713286,136046296.661597,-8917097.352650391
bus_2041,0.0,15750.00,15687.47249995933000,32.42625913596331,143326529.05182,-1470153.274976653
bus_2042,0.0,21000,21489.3016888945000,34.67288754894098,0,0
bus_2043,0.0,24000,24148.31999994686000,39.15915185440692,316216967.5997459,-60304622.60690599
bus_2044,0.0,21000,21245.90999995687000,41.52908692211944,496396520.162607,-25685882.49702654
bus_2045,0.0,21000,20796.29999995683000,41.53948896540675,482291620.1196788,-109067321.6901398
bus_2046,0.0,20000,19978.19999996074000,42.17255278238225,470479286.9714273,25659598.92647172
bus_2047,0.0,20000,19937.19999996113000,42.43926823655872,487711682.1695814,20478148.57088368
bus_2048,0.0,11500.0,10856.16857139892000,34.67281070600041,0,0
bus_2054,0.0,689.9999999999999000,735.0155999994075000,47.13454874827759,90018906.37953861,4245682.817861898
bus_2055,0.0,689.9999999999999000,740.3078999993974000,46.81207520780323,51775591.3180758,10276057.50596198
bus_2056,0.0,689.9999999999999000,743.6336999994084000,47.18461940394756,27502320.5825697,6977865.122120052
bus_2057,0.0,689.9999999999999000,741.4808999993072000,43.90409885117123,50684187.94423341,9140849.238144245
bus_2058,0.0,689.9999999999999000,743.0885999993164000,44.18965188047179,30970484.6722931,6507522.33560045
bus_2059,0.0,689.9999999999999000,747.6356999993582000,45.5835315952499,43348984.2760144,8938300.49975886
bus_2060,0.0,11500.0,11214.4549999742000,34.31917518272204,50687553.78799189,24437.27853856311
bus_2061,0.0,11500.0,11217.32999997388000,33.56167681857859,46831570.81259746,-417430.290311559
bus_2062,0.0,11500.0,11156.72499997389000,33.55668488525704,49475084.3232734,-572386.9093956462
bus_2063,0.0,20000,19882.59999997522000,40.18689004000372,257752790.8834127,26900875.75504382
bus_2064,0.0,20000,19779.99999997478000,39.67633770818622,245940076.6642361,14450364.50002677
bus_2065,0.0,11000,10951.61981470195000,29.60773248237458,-6791062.040939459,-2213689.710067403
bus_2066,0.0,11000,10954.50492451979000,29.80995274572336,-2838676.07538979,-2416459.847174211
bus_2067,0.0,11000,11361.65090913618000,35.46971271017249,0,0
bus_2068,0.0,66000,65993.64443891137000,41.92749055026056,0,0
bus_2069,0.0,11000,10898.90999998088000,46.85445961169927,31694694.6251169,-3222687.857410705
bus_2070,0.0,11000,10998.94073981854000,41.92749055026052,0,0
bus_2071,0.0,66000,65891.75999986161000,41.92752123309904,0,-5250921.044718469
bus_2072,0.0,689.9999999999999000,728.1224525926353000,50.2389461678242,12558150.7745981,0
bus_2073,0.0,24000,23189.99999993999000,32.90632772292987,444984420.4685372,26699133.34162808
bus_2074,0.0,650.00,636.3653849876102000,46.09390031785861,13584044.7150543,0
bus_2075,0.0,650.00,661.4492914089742000,45.82380734240311,16404015.9864128,0
bus_2076,0.0,689.9999999999999000,737.7065999992695000,57.38148838321469,57092109.8280771,-376738.6091141135
bus_2077,0.0,220000,226906.2466439607000,30.86307093094571,0,0
bus_2078,0.0,22000,21593.35416955099000,36.56741257036473,60403543.3845542,0
bus_2079,0.0,22000,21471.85249756757000,41.451500221194,43084699.273509,0
bus_2080,0.0,22000,21482.90334559604000,40.40992160856489,20848298.4288689,0
bus_2081,0.0,22000,21473.24479493126000,41.26451501799774,24587528.3879838,0
bus_2082,0.0,165000,164549.5499994589000,24.81674625364316,131340468.163,-150542699.5195337
bus_2083,0.0,220000,220117.7724226899000,22.21854887618795,0,0
bus_2084,0.0,220000,220104.5431868888000,20.80951301296772,0,0
bus_2085,0.0,10500.0,10065.61499996451000,20.80942034119419,0,-45481931.39047537
bus_2086,0.0,10500.0,10128.08999996482000,22.21838945690041,0,-40235977.90014458
bus_2088,0.0,11000,11165.12004067309000,26.58319509075113,0,0
bus_2089,0.0,11000,11165.12004067309000,26.58319509075112,0,0
bus_2090,0.0,12000,11999.99999997524000,39.68812411209097,164359907.981834,167659.8792087147
bus_2091,0.0,11500.0,11158.33499997242000,30.08814752578875,28790326.33928723,-2753332.911019273
bus_2092,0.0,20000,19836.99999996067000,43.63191105269308,326999707.0947247,-95457839.90274455
bus_2093,0.0,20000,19457.19999994887000,35.34321625952589,294304105.3440236,-58637348.15248711
bus_2094,0.0,20000,19844.59999994835000,34.96328667073386,292509379.1761672,-3960983.000590415
bus_2095,0.0,20000,19791.19999994952000,35.85982026824793,346646912.8554912,-8494108.307716987
bus_2096,0.0,66000,73862.35560950331000,35.5899537369535,22867481.5421272,0
bus_2097,0.0,66000,69040.11122632463000,16.20969543638537,-138099319.126361,-35201674.0600468
bus_2098,0.0,132000,130536.3196318509000,34.10408764143156,0,0
bus_2099,0.0,132000,133261.1727742589000,29.10012030614417,0,0
bus_2100,0.0,132000,136202.8562285596000,31.7529122001448,0,0
bus_2101,0.0,132000,130378.6163113381000,37.10649123661702,0,0
bus_2102,0.0,132000,133515.8474404055000,24.97335347818883,0,0
bus_2103,0.0,22000,22326.91893566007000,18.19745242804396,-29997827.2767177,-6303746.532732289
bus_2104,0.0,220000,225256.8545904402000,22.7062448301524,0,0
bus_2105,0.0,220000,225958.4119793355000,25.95824270988785,0,0
bus_2106,0.0,220000,228028.7134450896000,30.30743375485155,0,0
bus_2107,0.0,220000,234565.3814197509000,27.6918245432317,0,0
bus_2108,0.0,220000,228605.9314829012000,17.84691117420372,0,0
bus_2109,0.0,220000,226996.0693851136000,26.47749815790402,0,0
bus_2110,0.0,220000,226479.9245398195000,22.42368883449107,0,0
bus_2111,0.0,220000,226545.7567084635000,21.92099424467876,0,0
bus_2112,0.0,220000,226134.1746590833000,22.45026126746249,0,0
bus_2113,0.0,220000,226462.5725223672000,22.13626202071573,0,0
bus_2114,0.0,220000,228558.8316347843000,19.70376163832932,0,0
bus_2117,0.0,220000,219888.1115018317000,20.05967313949104,0,0
bus_2118,0.0,220000,222292.8874328465000,22.31956694471671,0,0
bus_2119,0.0,220000,235373.4278942761000,29.70599412024475,0,0
bus_2120,0.0,220000,233980.7874380774000,23.58324202167461,0,0
bus_2121,0.0,220000,222720.4572431455000,22.10901272835968,0,0
bus_2122,0.0,220000,230864.8900374213000,25.264576870873,0,0
bus_2123,0.0,220000,226644.0682216931000,21.83613568597131,0,0
bus_2124,0.0,220000,224844.1148039787000,20.52637561563601,0,0
bus_2125,0.0,220000,228337.7501350319000,17.86418898556296,0,0
bus_2126,0.0,220000,228960.9118169846000,20.40041453916079,0,0
bus_2127,0.0,220000,221746.0699703982000,15.50217211884917,0,0
bus_2128,0.0,220000,225847.2112234633000,25.3393868590297,0,0
bus_2129,0.0,220000,229807.9428197286000,27.48169870035374,0,0
bus_2130,0.0,220000,222045.977638194000,19.53862969076394,0,0
bus_2131,0.0,220000,227565.0104464578000,35.4083709662966,0,0
bus_2132,0.0,220000,227570.6367959301000,35.40778696123634,0,0
bus_2133,0.0,220000,227581.7559691953000,35.40298580746727,0,0
bus_2134,0.0,220000,227570.5723845167000,35.40718496190321,0,0
bus_2135,0.0,220000,227334.783354182000,35.51559280549331,0,0
bus_2136,0.0,220000,221150.5054411126000,27.92287652112974,0,0
bus_2137,0.0,220000,227233.018182724000,35.46971271017257,0,0
bus_2138,0.0,220000,221150.5054411126000,27.92287652112975,0,0
bus_2139,0.0,132000,133981.4404880774000,26.58319509075114,0,0
bus_2140,0.0,220000,221951.9373432057000,21.63019381147092,-13792812.5167338,-5375861.849728979
bus_2141,0.0,220000,221950.7440131727000,21.62972801290121,-13600596.8414425,-5425259.41259041
bus_2142,0.0,220000,227261.3445215887000,35.94052528346674,0,0
bus_2143,0.0,220000,225771.9433593535000,37.4852669461066,0,0
bus_2144,0.0,220000,227232.481544453000,35.55768265464278,0,0
bus_2145,0.0,220000,232351.7147545681000,17.26166088250239,0,0
bus_2146,0.0,220000,226072.6296238231000,23.12183371095452,0,0
bus_2147,0.0,220000,226739.5970521262000,21.96256108338762,0,0
bus_2148,0.0,220000,234396.7988937616000,26.58078136695262,0,0
bus_2149,0.0,220000,217122.1207438793000,34.67285570027264,0,0
bus_2150,0.0,220000,217123.371427979000,34.67281070600041,0,0
bus_2151,0.0,132000,134342.4384589756000,38.68124101234562,0,0
bus_2152,0.0,132000,134050.2181805307000,39.30919233068881,0,0
bus_2153,0.0,220000,234664.1793203355000,28.05090582611132,0,0
bus_2154,0.0,220000,226232.5388772435000,25.96021739364505,0,0
bus_2155,0.0,220000,227091.9077844131000,35.49306092699525,0,0
bus_2156,0.0,220000,227062.6299599917000,35.4761989297462,0,0
bus_2157,0.0,220000,227201.3389218716000,35.45583526178513,0,0
bus_2158,0.0,220000,222130.4882591041000,20.34051146536893,0,0
bus_2159,0.0,220000,226509.6718872406000,22.42216112506908,0,0
bus_2160,0.0,220000,225968.0693608175000,25.33408697907297,0,0
bus_2161,0.0,220000,225975.5129058122000,25.33376648227922,0,0
bus_2162,0.0,220000,226101.005286608000,21.99755949819509,0,0
bus_2163,0.0,220000,222867.5079248475000,22.21836426575265,0,0
bus_2164,0.0,220000,223180.1081545776000,20.80928458387114,0,0
bus_2165,0.0,220000,223151.8102577239000,20.8853752524456,0,0
bus_2166,0.0,220000,222813.4099776671000,22.28242942805274,0,0
bus_2167,0.0,220000,219798.6350873858000,20.06211604797862,0,0
bus_2168,0.0,220000,224714.7047237711000,19.63697966385608,0,0
bus_2169,0.0,220000,226655.9417732429000,18.40282113120909,0,0
bus_2170,0.0,220000,228733.6670733635000,20.35696920052357,0,0
bus_2171,0.0,220000,226733.094300163000,21.32431490860805,0,0
bus_2172,0.0,220000,222442.3402505399000,20.07135212500509,0,0
bus_2173,0.0,220000,226898.2228434272000,21.95082441670612,0,0
bus_2174,0.0,220000,221973.3795721336000,21.64039892195835,0,0
bus_2175,0.0,132000,133644.6878988178000,37.2004959694069,0,0
bus_2176,0.0,220000,222966.5038810716000,24.89531958696404,0,0
bus_2177,0.0,220000,227136.192407863000,29.07454790895678,0,0
bus_2178,0.0,220000,226201.3495109433000,19.47406634584833,0,0
bus_2179,0.0,220000,229258.3750998889000,20.48239357937288,0,0
bus_2180,0.0,220000,226156.7783005071000,20.99308144814968,0,0
bus_2181,0.0,220000,226449.2938520162000,22.13660060782198,0,0
bus_2182,0.0,220000,228544.2507131922000,19.7040955526248,0,0
bus_2183,0.0,220000,234399.4431910694000,26.61564711301102,0,0
bus_2184,0.0,220000,226455.6340974341000,21.69717112830269,0,0
bus_2185,0.0,220000,223614.3065997815000,22.21271471964198,0,0
bus_2186,0.0,220000,220534.3348110799000,29.47833040026228,0,0
bus_2187,0.0,220000,225214.5086607399000,37.53049662600816,0,0
bus_2188,0.0,220000,228166.5481939461000,21.85600290246651,0,0
bus_2189,0.0,220000,224897.7686622677000,23.08795710721897,0,0
bus_2190,0.0,330000,341371.6272214094000,23.23994614176192,0,0
bus_2191,0.0,330000,336422.6817265308000,22.9412784282054,0,0
bus_2192,0.0,330000,340626.2691383232000,24.94292674169931,0,0
bus_2193,0.0,330000,339737.5137945222000,24.97264576633362,0,0
bus_2194,0.0,330000,346783.704143668000,24.12445599057789,0,0
bus_2195,0.0,330000,342556.0970325523000,22.46915688797933,0,0
bus_2196,0.0,275000,292074.9668576272000,34.91491099726692,0,0
bus_2197,0.0,66000,66708.48544532602000,16.13577497921416,-212511792.0743858,-34824351.3141602
bus_2198,0.0,500000,520947.3792345732000,28.20503940120956,0,0
bus_2199,0.0,500000,518280.9928089337000,33.9747944537383,0,0
bus_2200,0.0,500000,515647.7998369944000,33.17666136415863,0,0
bus_2201,0.0,500000,520188.27718931000,27.53245904221117,0,0
bus_2202,0.0,500000,518045.6657144226000,34.67288754894098,0,0
bus_2203,0.0,500000,522145.6103205367000,28.54135580972614,0,0
bus_2204,0.0,500000,522398.1105711446000,32.99501329840256,0,0
bus_2205,0.0,500000,513180.2588608995000,32.88042429896562,0,0
bus_2206,0.0,500000,521315.5230144879000,27.86101284893167,0,0
bus_2207,0.0,500000,521115.5014223433000,28.12246210071431,0,0
bus_2208,0.0,500000,521227.6749358194000,27.89603724097199,0,0
bus_2209,0.0,500000,519574.7744928699000,32.8819587412754,0,0
bus_2210,0.0,66000,68904.03003131426000,18.9505362300869,-40499199.50362564,-3174785.178791083
bus_2211,0.0,66000,68820.2451020083000,18.79311797788591,-1170673.56987745,33100.7703033742
bus_2212,0.0,66000,68578.66461602194000,19.74220787139826,0,0
bus_2213,0.0,66000,66598.48703685191000,27.71765611455102,-1129378.869103128,-1962782.475738642
bus_2214,0.0,66000,66112.31978715205000,22.4984582561719,-57801017.25599989,-15277143.26788242
bus_2215,0.0,66000,65341.37925690534000,21.70156601885226,-58384491.01720601,-14123100.4031876
bus_2216,0.0,66000,64829.46615497023000,26.06769202330654,-10836691.0479432,-3120442.31271967
bus_2217,0.0,66000,68843.08769872247000,18.83323057341039,-5172921.33562733,-577451.2283946389
bus_2218,0.0,66000,68783.68353515152000,18.72610953091215,-204617.755515501,571116.6389006191
bus_2219,0.0,66000,66424.16845580192000,22.61392011046245,-10526582.7927633,-5566158.1038584
bus_2220,0.0,66000,67114.73646421966000,14.01818471668398,-118556782.1139808,-14131319.95403571
bus_2221,0.0,66000,68641.08256499037000,18.50703855879237,-152559962.956322,-46638973.0812297
bus_2222,0.0,66000,69973.32070937279000,22.32458675301465,-2541788.970069997,-9361101.481391444
bus_2224,0.0,66000,66589.93709976846000,16.38771233342114,-330693179.437988,-104074583.2828746
bus_2225,0.0,66000,64198.07146005796000,17.62304658070587,-17087930.5822702,-872600.366437994
bus_2226,0.0,66000,64910.53073391309000,19.28590360297999,0,0
bus_2227,0.0,33000,33286.75531478876000,39.84824180904815,0,0
bus_2228,0.0,33000,33103.00238373618000,42.93900262745467,0,0
bus_2229,0.0,66000,68045.83911080115000,24.70556882601372,0,0
bus_2230,0.0,66000,65626.49058395655000,19.87504502296836,0,0
bus_2231,0.0,66000,66362.26768489657000,16.76137535338799,-189143031.8490654,-51968856.1840335
bus_2232,0.0,66000,67302.65293433816000,16.04371500300585,-226579802.190118,-53204243.26505
bus_2233,0.0,66000,67601.831117076000,17.55672807328677,-243049514.2466644,-66204538.7597053
bus_2234,0.0,66000,67322.17983238657000,15.50217806150692,-36223938.5383779,-8355850.380056721
bus_2235,0.0,66000,64933.54905755119000,13.87751952419292,-43334863.06107267,-16846471.2287432
bus_2236,0.0,66000,66956.07635206876000,22.0696106473285,-103479993.7387571,-15980379.84434014
bus_2237,0.0,66000,66983.55953624613000,19.78399171796148,-187398387.7116477,-41528475.5978326
bus_2238,0.0,66000,65566.94231726067000,19.88947528393453,-12052096.5928636,-3062848.55525251
bus_2239,0.0,66000,65339.03804900524000,26.75495362562794,-28873070.921786,2418692.135308307
bus_2240,0.0,66000,64831.80567231078000,25.45260873627879,-9355448.51577859,1446805.10149226
bus_2241,0.0,66000,69070.75852535763000,14.41961058734586,-289743979.8293429,-39007205.13859351
bus_2242,0.0,66000,67371.37700028916000,38.15336562601352,0,0
bus_2243,0.0,66000,65534.46618070936000,13.47736772214057,-44909062.2685368,2120350.672316546
bus_2244,0.0,66000,68209.1943245549000,43.93625273823322,0,0
bus_2245,0.0,66000,68324.34984157699000,46.19102037039048,0,0
bus_2246,0.0,33000,32435.69999995363000,50.44299153697933,41114514.5477321,-1361983.216219926
bus_2247,0.0,33000,32384.5499999455000,47.11107476842814,29992808.7004217,-3198694.210289162
bus_2248,0.0,66000,66229.93051112761000,15.64555764298233,-267492713.04763,-116570094.811121
bus_2249,0.0,66000,67656.02330439964000,17.43748616138789,-208067374.577714,-70024511.2309825
bus_2250,0.0,66000,69170.61589714096000,23.12183371095448,0,0
bus_2251,0.0,66000,67549.8003141074000,24.28921748044828,-1186566.83245283,3406877.73257946
bus_2252,0.0,66000,68431.51997823192000,18.22598436085524,-74986168.80916622,-20177639.8486976
bus_2253,0.0,66000,67653.5019258958000,40.63963191113137,0,0
bus_2254,0.0,66000,67637.15256684803000,41.47045029788891,0,0
bus_2255,0.0,66000,66182.94773572001000,31.19766485557558,-19938752.18596604,0
bus_2256,0.0,66000,65399.78573982422000,21.46190690142074,-6493231.08879197,-450657.078794064
bus_2257,0.0,66000,63143.58793455748000,17.31475481386906,-13219266.93756627,-6411625.21693371
bus_2258,0.0,66000,66256.97413916899000,31.63145644103778,0,0
bus_2259,0.0,66000,66258.91424362587000,31.23905286990522,0,0
bus_2260,0.0,66000,66267.08013946522000,31.65802373614381,0,0
bus_2261,0.0,66000,66282.13692598534000,31.66684418328111,-157812569.4470862,-21814599.71450883
bus_2262,0.0,66000,66278.63682217441000,31.26504606262016,-92771534.86373921,-8480542.92231733
bus_2263,0.0,66000,66278.63682217438000,31.26504606262014,0,0
bus_2264,0.0,66000,65166.13991503736000,16.83788388493356,-125774658.5891548,-45681801.10603382
bus_2265,0.0,66000,69955.09119690871000,45.78398339413841,0,0
bus_2266,0.0,66000,66285.13106507927000,37.99559874584768,-6635115.039953961,-390992.249250412
bus_2267,0.0,33000,33874.40495053021000,41.87904649139582,0,0
bus_2268,0.0,33000,33149.00786969867000,41.37540915782636,0,0
bus_2269,0.0,66000,69349.03525265977000,49.70018696988218,0,0
bus_2270,0.0,66000,62853.03255833742000,36.24247442575655,0,0
bus_2271,0.0,66000,68977.56929066962000,19.9964389024704,-91900297.40851602,-13412241.17976806
bus_2272,0.0,66000,71338.51892977901000,15.09831657190064,-307208814.6315591,-61242447.1180361
bus_2273,0.0,66000,67399.60177011898000,15.34236202208589,-163978252.7505579,-36211966.6882158
bus_2274,0.0,66000,68128.60407422447000,13.69521649577802,-240763202.011485,-47693707.09259179
bus_2275,0.0,66000,67594.20382440945000,13.87934250315215,-238101766.685382,-38260227.5855889
bus_2276,0.0,66000,67650.08066621837000,17.86161383407409,-199444626.8803906,-36832832.6949977
bus_2277,0.0,66000,69091.15469992977000,14.93847795870431,-196204626.4271701,-39885389.5251268
bus_2278,0.0,66000,67435.10303750227000,15.66373302038963,-153146630.265292,-8332851.3422484
bus_2279,0.0,66000,67956.37692597283000,18.872649309863,-152393889.9810094,-37227813.7360008
bus_2280,0.0,66000,67309.81008665354000,23.46524044354473,-108916846.9911006,-17736534.15581519
bus_2281,0.0,66000,65972.40923703632000,33.96466443327799,0,0
bus_2282,0.0,66000,66442.65348541873000,22.6096303717601,0,0
bus_2283,0.0,66000,67330.13611326834000,23.45233102680564,0,0
bus_2284,0.0,66000,67854.18482033708000,14.59288740815882,-177640745.728476,-42260909.38180869
bus_2285,0.0,66000,67199.27608761722000,14.52246201817209,-94935508.01570341,-24991892.0543734
bus_2286,0.0,66000,67338.86643828339000,19.33642045859443,-8935222.844540419,8455431.148314849
bus_2287,0.0,66000,67332.81012465812000,19.58099084861805,0,0
